Organism_Name,Genome.composition
Bacillus phage BCPST,dsDNA
Bacillus phage pW4,dsDNA
Bacillus phage PBC4,dsDNA
Bacillus phage v_B-Bak10,dsDNA
Bacillus phage Basilisk,dsDNA
Aeromonas phage ZPAH14,dsDNA
Synechococcus phage S-SZBM1,dsDNA
Arthrobacter phage SilentRX,dsDNA
Arthrobacter phage Faja,dsDNA
Arthrobacter phage Seahorse,dsDNA
Arthrobacter phage Isolde,dsDNA
Arthrobacter phage Persistence,dsDNA
Arthrobacter phage Hestia,dsDNA
Arthrobacter phage Auxilium,dsDNA
Arthrobacter phage Richie,dsDNA
Streptomyces phage KimJongPhill,dsDNA
Streptomyces phage Zuko,dsDNA
Streptomyces phage Dubu,dsDNA
Pseudomonas phage Skulduggery,dsDNA
Pseudoalteromonas phage HS1,dsDNA
Pseudoalteromonas phage HS5,dsDNA
Pseudoalteromonas phage C7,dsDNA
Pseudoalteromonas phage vB_PspS-H40/1,dsDNA
Pseudoalteromonas phage TW1,dsDNA
Pseudoalteromonas phage Maelstrom,dsDNA
Pseudoalteromonas phage HS6,dsDNA
Gordonia phage Sidious,dsDNA
Gordonia phage Mcklovin,dsDNA
Gordonia phage Howe,dsDNA
Gordonia phage Denise,dsDNA
Gordonia phage Suerte,dsDNA
Gordonia phage Easley,dsDNA
Gordonia phage MichaelScott,dsDNA
Gordonia phage Samman98,dsDNA
Gordonia phage Clark,dsDNA
Gordonia phage DobbysSock,dsDNA
Gordonia phage Dorito,dsDNA
Gordonia phage Dolores,dsDNA
Gordonia phage Sekhmet,dsDNA
Gordonia phage Beenie,dsDNA
Gordonia phage Powerball,dsDNA
Gordonia phage Ebert,dsDNA
Gordonia phage Bjanes7,dsDNA
Gordonia phage Sahara,dsDNA
Gordonia phage Lamberg,dsDNA
Gordonia phage Yeet412,dsDNA
Gordonia phage Pickett,dsDNA
Gordonia phage Matteo,dsDNA
Gordonia phage Vasanti,dsDNA
Gordonia phage Ohgeesy,dsDNA
Gordonia phage BoyNamedSue,dsDNA
Gordonia phage Maridalia,dsDNA
Gordonia phage Polly,dsDNA
Gordonia phage Agueybana,dsDNA
Gordonia phage Herod,dsDNA
Gordonia phage Bosnia,dsDNA
Gordonia phage ThankyouJordi,dsDNA
Gordonia phage Madeline,dsDNA
Gordonia phage Bunnybear,dsDNA
Escherichia phage vB_EcoM_RZ,dsDNA
Salmonella phage KM16,dsDNA
Enterobacter phage vB_EclM_Q7622,dsDNA
Enterobacter phage vB_EhoM-IME523,dsDNA
Kosakonia phage 305,dsDNA
Microbacterium phage vB_MoxS-R1,dsDNA
Vibrio phage vB_VpP_BT-1011,dsDNA
Vibrio phage NF,dsDNA
Vibrio phage Seahorse,dsDNA
Arthrobacter phage Shoya,dsDNA
Arthrobacter phage Sarge,dsDNA
Arthrobacter phage MargaretKali,dsDNA
Arthrobacter phage Kumotta,dsDNA
Arthrobacter phage Atraxa,dsDNA
Arthrobacter phage Adaia,dsDNA
Mycobacterium phage Onyinye,dsDNA
Gordonia phage Phendrix,dsDNA
Gordonia phage Forza,dsDNA
Gordonia phage Sixama,dsDNA
Gordonia phage GMA2,dsDNA
Arthrobacter phage Wollypog,dsDNA
Aeromonas phage pAEv1818,dsDNA
Vibrio phage vB_VpaP_G1,dsDNA
Staphylococcus virus IME1354_01,dsDNA
Streptococcus phage vB_SthS_VA460,dsDNA
Streptococcus phage vB_SthS_VA214,dsDNA
Streptococcus phage SWK6,dsDNA
Streptococcus phage SWK3,dsDNA
Streptococcus phage SW8,dsDNA
Streptococcus phage SW7,dsDNA
Streptococcus phage SW6,dsDNA
Streptococcus phage SW5,dsDNA
Streptococcus phage SW3,dsDNA
Streptococcus phage SW2,dsDNA
Streptococcus phage SW12,dsDNA
Streptococcus phage SW11,dsDNA
Streptococcus phage SW1,dsDNA
Streptococcus phage STP1,dsDNA
Streptococcus phage P9903,dsDNA
Streptococcus phage P9902,dsDNA
Streptococcus phage P9901,dsDNA
Streptococcus phage P9854,dsDNA
Streptococcus phage P9851,dsDNA
Streptococcus phage P7633,dsDNA
Streptococcus phage P7632,dsDNA
Streptococcus phage P7631,dsDNA
Streptococcus phage P7602,dsDNA
Streptococcus phage P7601,dsDNA
Streptococcus phage P7574,dsDNA
Streptococcus phage P7573,dsDNA
Streptococcus phage P7154,dsDNA
Streptococcus phage P7152,dsDNA
Streptococcus phage P7151,dsDNA
Streptococcus phage P7134,dsDNA
Streptococcus phage P7133,dsDNA
Streptococcus phage P7132,dsDNA
Streptococcus phage P5651,dsDNA
Streptococcus phage P5641,dsDNA
Streptococcus phage P3684,dsDNA
Streptococcus phage P3681,dsDNA
Streptococcus phage P0091,dsDNA
Streptococcus phage MM25,dsDNA
Streptococcus phage M19,dsDNA
Streptococcus phage L5A1,dsDNA
Streptococcus phage D4276,dsDNA
Streptococcus phage D1811,dsDNA
Streptococcus phage D1024,dsDNA
Streptococcus phage CHPC979,dsDNA
Streptococcus phage CHPC950,dsDNA
Streptococcus phage CHPC930,dsDNA
Streptococcus phage CHPC928,dsDNA
Streptococcus phage CHPC927,dsDNA
Streptococcus phage CHPC925,dsDNA
Streptococcus phage CHPC919,dsDNA
Streptococcus phage CHPC879,dsDNA
Streptococcus phage CHPC877,dsDNA
Streptococcus phage CHPC875,dsDNA
Streptococcus phage CHPC873,dsDNA
Streptococcus phage CHPC663,dsDNA
Streptococcus phage CHPC642,dsDNA
Streptococcus phage CHPC595,dsDNA
Streptococcus phage CHPC572,dsDNA
Streptococcus phage CHPC1156,dsDNA
Streptococcus phage CHPC1148,dsDNA
Streptococcus phage CHPC1091,dsDNA
Streptococcus phage CHPC1067,dsDNA
Streptococcus phage CHPC1062,dsDNA
Streptococcus phage CHPC1046,dsDNA
Streptococcus phage CHPC1045,dsDNA
Streptococcus phage CHPC1041,dsDNA
Streptococcus phage CHPC1036,dsDNA
Streptococcus phage CHPC1033,dsDNA
Streptococcus phage CHPC1029,dsDNA
Streptococcus phage CHPC1027,dsDNA
Streptococcus phage CHPC1005,dsDNA
Streptococcus phage B0,dsDNA
Streptococcus phage 7A5,dsDNA
Streptococcus phage 73,dsDNA
Streptococcus phage 53,dsDNA
Streptococcus phage 128,dsDNA
Klebsiella phage vB_KvM-Eowyn,dsDNA
Bacillus phage 049ML001,dsDNA
Bacillus phage 000TH010,dsDNA
Bacillus phage vB_BspS_SplendidRed,dsDNA
Bacillus phage Ray17,dsDNA
Pseudomonas phage PSV3,dsDNA
Pseudomonas phage PSV3,dsDNA
Pseudomonas phage PSV3,dsDNA
Pseudomonas phage PSV3,dsDNA
Stenotrophomonas phage vB_SmaS-DLP_1,dsDNA
Pseudomonas phage BUCT-PX-5,dsDNA
Pseudomonas phage vB_PaeS_C1,dsDNA
Pseudomonas phage TehO,dsDNA
Pseudomonas phage Epa40,dsDNA
Pseudomonas phage Kopi,dsDNA
Xanthomonas phage vB_Xar_IVIA-DoCa1,dsDNA
Xanthomonas phage Samson,dsDNA
Pseudomonas phage Guyu,dsDNA
Pseudomonas phage vB_PaeS-Yazdi-M,dsDNA
Pseudomonas phage Kaya,dsDNA
Pseudomonas phage KP1,dsDNA
Serratia phage vB_SmaM-Otaku,dsDNA
Serratia phage Tsm2,dsDNA
Klebsiella phage VLCpiS11a,dsDNA
Salmonella virus VSiP,dsDNA
Salmonella phage Shemara,dsDNA
Salmonella phage vB_SenS_SE1,dsDNA
Salmonella phage vB_STM-ZS,unknown
Salmonella phage vB_SenTO17,dsDNA
Salmonella phage TS6,dsDNA
Salmonella phage GRNsp27,dsDNA
Salmonella phage St162,dsDNA
Saline Natrinema sp. J7-1 virus 1,dsDNA
Escherichia phage UFV-AREG1,dsDNA
Klebsiella phage vB_KpP_FBKp27,dsDNA
Mycobacterium phage I3,dsDNA
uncultured phage cr23_1,dsDNA
uncultured phage cr35_1,dsDNA
uncultured phage cr16_1,dsDNA
uncultured phage cr29_1,dsDNA
uncultured phage cr82_1,dsDNA
uncultured phage cr150_1,dsDNA
uncultured phage cr19_1,dsDNA
uncultured phage cr105_1,dsDNA
uncultured phage cr12_1,dsDNA
uncultured phage cr61_1,dsDNA
Staphylococcus phage phiN315,dsDNA
Streptococcus phage 315.6,dsDNA
Cycad leaf necrosis virus,dsDNA-RT
Enterococcus phage ECP3,dsDNA
Carjivirus communis,dsDNA
Bacillus phage WhyPhy,dsDNA
Escherichia phage ESCO5,dsDNA
Horsepox virus,dsDNA
Cyanophage S-TIM5,dsDNA
Monkeypox virus,dsDNA
Bovine herpesvirus type 1.1,dsDNA
uncultured phage cr13_1,dsDNA
uncultured phage cr2_1,dsDNA
uncultured phage cr17_1,dsDNA
uncultured phage cr25_1,dsDNA
uncultured phage cr9_1,dsDNA
uncultured phage cr18_1,dsDNA
uncultured phage cr54_1,dsDNA
uncultured phage cr44_1,dsDNA
uncultured phage cr77_1,dsDNA
uncultured phage cr99_1,dsDNA
uncultured phage cr91_1,dsDNA
uncultured phage cr36_1,dsDNA
uncultured phage cr151_1,dsDNA
uncultured phage cr149_1,dsDNA
uncultured phage cr123_1,dsDNA
uncultured phage cr30_1,dsDNA
uncultured phage cr49_1,dsDNA
Halorubrum sodomense tailed virus 4,dsDNA
Halorubrum tailed virus 29,dsDNA
Halorubrum tailed virus 28,dsDNA
Halorubrum tailed virus 27,dsDNA
Halorubrum tailed virus 25,dsDNA
Halorubrum tailed virus 10,dsDNA
Haloarcula tailed virus 3,dsDNA
Haloarcula tailed virus 2,dsDNA
Haloarcula virus HJTV-2,dsDNA
Winogradskyella phage Peternella_1,dsDNA
Cellulophaga phage Nekkels_1,dsDNA
Maribacter phage Colly_1,dsDNA
Maribacter phage Molly_1,dsDNA
Polaribacter phage Leef_1,dsDNA
Cellulophaga phage Ingeline_1,dsDNA
Olleya phage Harreka_1,dsDNA
Tenacibaculum phage Gundel_1,dsDNA
Polaribacter phage Freya_1,dsDNA
Polaribacter phage Danklef_1,dsDNA
Cellulophaga phage Calle_1,dsDNA
Flavobacterium phage vB_FspP_elemoC_14-1A,unknown
Dompiswa phage TSP7_1,dsDNA
Flavobacterium phage vB_FspP_elemoB_14-3B,unknown
Halorubrum virus Serpecor1,dsDNA
Haloferax tailed virus 1,dsDNA
Methanobacterium virus Drs3,dsDNA
Vibrio phage XacF13,ssDNA(+)
Synechococcus phage ACG-2014e,dsDNA
Synechococcus phage ACG-2014j,dsDNA
Synechococcus phage ACG-2014d,dsDNA
Pseudomonas phage Phabio,dsDNA
Pseudomonas phage Psa21,dsDNA
Cnaphalocrocis medinalis granulovirus,dsDNA
Cucumber chlorotic leaf virus,ssDNA(+/-)
Geobacillus phage TP-84,dsDNA
Bacillus phage Aurora,dsDNA
Bacillus phage Claudi,dsDNA
Erwinia phage pEa_SNUABM_7,dsDNA
Erwinia phage pEa_SNUABM_5,dsDNA
Erwinia phage pEa_SNUABM_17,dsDNA
Erwinia phage pEa_SNUABM_1,dsDNA
Erwinia phage pEa_SNUABM_33,dsDNA
Erwinia phage pEa_SNUABM_30,dsDNA
Erwinia phage pEa_SNUABM_3,dsDNA
Erwinia phage pEa_SNUABM_32,dsDNA
Erwinia phage pEa_SNUABM_2,dsDNA
Erwinia phage pEa_SNUABM_35,dsDNA
Erwinia phage pEa_SNUABM_16,dsDNA
Erwinia phage pEa_SNUABM_22,dsDNA
Pseudomonas phage vB_PaeS_PcyII-40_PfII40a,dsDNA
Pseudomonas phage F_ET309sp/Pa1651,dsDNA
Pseudomonas phage vB_PaeS_PAO1_HW12,dsDNA
Pseudomonas phage AIIMS-Pa-B1,dsDNA
Pseudomonas phage JBD26,dsDNA
Pseudomonas phage YMC12/01/R960,dsDNA
Pseudomonas phage Spike,dsDNA
Pseudomonas phage YMC12/01/R24,dsDNA
Klebsiella phage vB_KpM_FBKp24,dsDNA
Klebsiella phage KpLz-2_45,dsDNA
Soybean associated gemycircularvirus 1,ssDNA
Gordonia phage Syleon,dsDNA
Gordonia phage Kudefre,dsDNA
Gordonia Phage Sephiroth,dsDNA
Gordonia phage Octobien14,dsDNA
Gordonia phage Rabbitrun,dsDNA
Gordonia phage Trax,dsDNA
Gordonia phage Neville,dsDNA
Sida chlorotic leaf virus,ssDNA(+/-)
Ocimum yellow vein virus,ssDNA(+/-)
Bean leaf crumple virus,ssDNA(+/-)
Tomato vein clearing leaf deformation virus,ssDNA(+/-)
Sida yellow golden mosaic virus,ssDNA(+/-)
Verbena mottle virus,ssDNA(+/-)
Hybanthus yellow mosaic virus,ssDNA(+/-)
Sida interveinal bright yellow virus,ssDNA(+/-)
Pepper blistering leaf virus,ssDNA(+/-)
Bean bushy stunt virus,ssDNA(+/-)
Bean latent virus,ssDNA(+/-)
Tomato mosaic severe dwarf virus,ssDNA(+/-)
Tomato yellow leaf deformation dwarf virus,ssDNA(+/-)
Klebsiella phage RAD2,dsDNA
Proteus phage Saba,dsDNA
Achromobacter phage vB_AchrS_AchV4,dsDNA
Lactococcus phage BK5-T,dsDNA
Salmonella phage UAB_Phi78,dsDNA
Caulobacter phage CcrSC,dsDNA
Mycobacterium virus D29,dsDNA
Escherichia phage vB_EcoM_4HA13,dsDNA
Escherichia phage YUEEL01,dsDNA
Rhodococcus phage PhailMary,dsDNA
Ralstonia phage Adzire,dsDNA
Ralstonia phage Bakoly,dsDNA
Mycobacterium phage SoilDragon,dsDNA
Aeromonas phage 4_D05,dsDNA
Aeromonas phage 2_D05,dsDNA
Mycobacterium phage Zetzy,dsDNA
Arthrobacter phage BigMack,dsDNA
Edwardsiella phage Edno5,dsDNA
Mycobacterium phage PurpleHaze,dsDNA
Mycobacterium phage Laurie,dsDNA
Salmonella phage vB_SalP_TR2,dsDNA
Gordonia phage Phlop,dsDNA
Klebsiella phage vB_KpnP_P184,dsDNA
Mycobacterium phage OhShagHennessy,dsDNA
Bacillus phage WhyPhy,dsDNA
Staphylococcus phage LSA2366,dsDNA
Flavobacterium phage vB_FspM_immuto_2-6A,dsDNA
Bacillus phage Thornton,dsDNA
Vibrio phage Gary,dsDNA
Gordonia phage Blino,dsDNA
Burkholderia phage phiE094,dsDNA
Providencia phage PSTCR5,dsDNA
Mycobacterium phage Plumbus,dsDNA
Bacillus phage DLc1,dsDNA
Enterococcus phage 9183,dsDNA
Staphylococcus phage vB_SauP_EBHT,dsDNA
Bacillus phage Baseball_field,dsDNA
crAssphage cr273_1,dsDNA
crAssphage cr272_1,dsDNA
crAssphage cr131_1,dsDNA
crAssphage cr130_1,dsDNA
crAssphage cr125_1,dsDNA
crAssphage cr124_1,dsDNA
crAssphage cr115_1,dsDNA
crAssphage cr114_1,dsDNA
crAssphage cr113_1,dsDNA
crAssphage cr7_1,dsDNA
crAssphage cr6_1,dsDNA
crAssphage cr4_1,dsDNA
crAssphage cr109_1,dsDNA
crAssphage cr60_1,dsDNA
crAssphage cr56_1,dsDNA
crAssphage cr53_1,dsDNA
crAssphage cr52_1,dsDNA
crAssphage cr271_1,dsDNA
crAssphage cr127_1,dsDNA
crAssphage cr128_1,dsDNA
crAssphage cr126_1,dsDNA
crAssphage cr85_1,dsDNA
crAssphage cr116_1,dsDNA
crAssphage cr112_1,dsDNA
crAssphage cr111_1,dsDNA
crAssphage cr110_1,dsDNA
crAssphage cr108_1,dsDNA
crAssphage cr8_1,dsDNA
crAssphage cr11_1,dsDNA
crAssphage cr10_1,dsDNA
crAssphage cr3_1,dsDNA
crAssphage cr1_1,dsDNA
crAssphage cr118_1,dsDNA
crAssphage cr106_1,dsDNA
crAssphage cr107_1,dsDNA
crAssphage cr55_1,dsDNA
crAssphage cr50_1,dsDNA
Gordonia phage Clown,dsDNA
Enterococcus phage AE4_17,dsDNA
Gordonia phage Azula,dsDNA
Gordonia phage Love,dsDNA
Burkholderia phage Mana,dsDNA
Vibrio phage ValB1MD-2,dsDNA
Gordonia phage Portcullis,dsDNA
Mycobacterium phage Heath,dsDNA
Gordonia phage Paries,dsDNA
Mycobacterium phage Gail,dsDNA
Gordonia phage Jambalaya,dsDNA
Gordonia Phage Barsten,dsDNA
Flavobacterium phage vB_FspP_elemoD_13-5B,dsDNA
Flavobacterium phage vB_FspP_elemoE_6-9C,dsDNA
Flavobacterium phage vB_FspP_elemoF_6-3D,dsDNA
Flavobacterium phage vB_FspP_elemoA_7-9A,dsDNA
Vibrio phage Athena,dsDNA
Vibrio phage Quinn,dsDNA
Vibrio phage Cody,dsDNA
Vibrio phage AG74,dsDNA
Vibrio phage River4,dsDNA
Yersinia phage vB_YpM_50,dsDNA
Yersinia phage vB_YpM_46,dsDNA
Yersinia phage vB_YpM_22,dsDNA
Gordonia phage Evamon,dsDNA
Streptomyces phage Bmoc,dsDNA
Agrobacterium phage OLIVR5,dsDNA
Agrobacterium phage OLIVR1,dsDNA
Xanthomonas phage FoX4,dsDNA
Xanthomonas phage FoX5,dsDNA
Xanthomonas phage FoX3,dsDNA
Xanthomonas phage FoX2,dsDNA
Xanthomonas phage FoX1,dsDNA
Enterococus phage vipetofem,dsDNA
Enterococcus phage nattely,dsDNA
Bacteroides phage DAC15,dsDNA
Phage NBEco003,dsDNA
Vibrio phage Chester,dsDNA
Vibrio phage Bennett,dsDNA
Bacteroides phage crAss002,dsDNA
Mycobacterium phage DirkDirk,dsDNA
Bacteriophage DSS3_VP1,dsDNA
Mycobacterium phage LilMoolah,dsDNA
Vibrio phage phi50-12,dsDNA
Acinetobacter phage VB_ApiP_XC38,dsDNA
Streptomyces phage Daubenski,dsDNA
Gordonia phage NadineRae,dsDNA
Gordonia phage Sukkupi,dsDNA
Gordonia phage Keitabear,dsDNA
Gordonia phage Jabberwocky,dsDNA
Mycobacterium phage Jeeves,dsDNA
Gordonia phage Fireball,dsDNA
Mycobacterium phage Xula,dsDNA
Staphylococcus phage Portland,dsDNA
Streptomyces phage Braelyn,dsDNA
Mycobacterium phage Obutu,dsDNA
Gordonia phage JuJu,dsDNA
Gordonia phage Nubi,dsDNA
Streptomyces phage Evy,dsDNA
Gordonia terrae phage McKinley,dsDNA
Corynebacterium phage Stickynote,dsDNA
Gordonia Phage Lollipop1437,dsDNA
Gordonia phage RogerDodger,dsDNA
Gordonia phage Bakery,dsDNA
Gordonia phage Galadriel,dsDNA
Staphylococcus phage SA46-CL1,dsDNA
Vibrio phage Pontus,dsDNA
Vibrio phage Brizo,dsDNA
Gordonia phage Valary,dsDNA
Gordonia phage Arri,dsDNA
Gordonia phage Barb,dsDNA
Gordonia phage VanDeWege,dsDNA
Gordonia phage SmokingBunny,dsDNA
Vibrio phage Achelous,dsDNA
Pseudomonas phage vB_Pae_BR319a,dsDNA
Gordonia phage Walrus,dsDNA
Streptomyces phage EGole,dsDNA
Mycobacterium phage Silverleaf,dsDNA
Gordonia phage IDyn,dsDNA
Gordonia phage NosilaM,dsDNA
Mycobacterium phage Ochi17,dsDNA
Mycobacterium phage CicholasNage,dsDNA
Gordonia phage Mutzi,dsDNA
Vibrio virus vB_VspP_SBP1,dsDNA
Escherichia phage vB_EcoM_005,dsDNA
Escherichia phage AnYang,dsDNA
Escherichia phage p000v,dsDNA
Escherichia phage MLF4,dsDNA
Gordonia phage Tangent,dsDNA
Gordonia phage Stultus,dsDNA
Gordonia phage Nordenberg,dsDNA
Gordonia phage Geodirt,dsDNA
Gordonia phage Fosterous,dsDNA
Gordonia phage Bibwit,dsDNA
Gordonia phage Ailee,dsDNA
Corynebacterium phage Kimchi1738,dsDNA
Gordonia phage Emianna,dsDNA
Gordonia phage Buggaboo,dsDNA
Gordonia phage Turuncu,dsDNA
Klebsiella phage KP179,dsDNA
Gordonia phage KidneyBean,dsDNA
Gordonia phage Foxboro,dsDNA
Gordonia phage TillyBobJoe,dsDNA
Gordonia phage Skysand,dsDNA
Gordonia phage Marietta,dsDNA
Gordonia phage Angelicage,dsDNA
Synechococcus virus S-PRM1,dsDNA
CrAssphage sp.,dsDNA
Mycobacterium phage Ryadel,dsDNA
Gordonia phage Pleakley,dsDNA
Escherichia virus KFS-EC,dsDNA
CrAssphage sp.,dsDNA
Gordonia phage NatB6,dsDNA
Gordonia phage Frokostdame,dsDNA
Gordonia phage Rofo,dsDNA
Gordonia phage KimmyK,dsDNA
Gordonia phage Danyall,dsDNA
Mycobacterium phage KingTut,dsDNA
Escherichia phage SF,dsDNA
Klebsiella phage Mineola,dsDNA
Aeromonas phage 60AhydR15PP,dsDNA
Aeromonas phage 50AhydR13PP,dsDNA
Gordonia phage Petra,dsDNA
Synechococcus phage S-B64,dsDNA
Erwinia phage Cronus,dsDNA
Enterobacteria phage vB_EcoM_IME341,dsDNA
Enterobacteria phage vB_EcoM_IME339,dsDNA
Enterobacteria phage vB_EcoM_IME281,dsDNA
Enterobacter phage myPSH1140,dsDNA
Gordonia phage Flapper,dsDNA
Proteus phage phiP4-3,dsDNA
Vibrio phage 1.245.O._10N.261.54.C7,dsDNA
Vibrio phage 1.238.A._10N.261.52.F10,dsDNA
Shigella phage phi25-307,dsDNA
Aeromonas phage Ah1,dsDNA
Gordonia phage Patio,dsDNA
Gordonia phage Kabluna,dsDNA
Mycobacterium phage Geralt,dsDNA
Serratia phage X20,dsDNA
Proteus phage PM2,dsDNA
Cronobacter phage Pet-CM3-4,dsDNA
Burkholderia phage FLC5,dsDNA
Escherichia phage EcS1,dsDNA
Pseudomonas phage PspYZU05,dsDNA
Synechococcus phage S-H35,dsDNA
Escherichia phage phiC120,dsDNA
Vibrio phage pVco-5,dsDNA
Yersinia phage fHe-Yen9-01,dsDNA
Klebsiella phage KPV15,dsDNA
Mycobacterium phage Fortunato,dsDNA
Shigella phage KNP5,dsDNA
Escherichia phage phT4A,dsDNA
Pseudomonas phage PaMx41,dsDNA
Synechococcus phage S-CAM22,dsDNA
Escherichia phage phiE142,dsDNA
Enterobacteria phage ATK47,dsDNA
Mycobacterium phage HC,dsDNA
Azobacteroides phage ProJPt-Bp1,dsDNA
Chrysothrix chrysovirus 1,dsRNA
Passion fruit green spot virus,ssRNA(+)
Actinidia emaravirus 2,ssRNA(-)
Ti ringspot-associated emaravirus,ssRNA(-)
Perch actinovirus,ssRNA(-)
Tatenale orthohantavirus,ssRNA(-)
Robina orthohantavirus,ssRNA(-)
Neofusicoccum parvum chrysovirus 1,dsRNA
Coniothyrium diplodiella chrysovirus 1,dsRNA
Sophora yellow stunt virus,ssDNA(+)
Parsley severe stunt associated virus,ssDNA(+)
Aspergillus thermomutatus chrysovirus 1,dsRNA
Ivy ringspot-associated virus,dsDNA-RT
Lymphocystis disease virus 4,dsDNA
Sida interveinal bright yellow virus,ssDNA(+/-)
Begonia flower breaking virus,ssRNA(+)
Paris virus 1,ssRNA(+)
Malus domestica virus A,ssRNA(+)
Camellia lemon glow virus,dsDNA-RT
Tomato yellow spot alphasatellite 2,ssDNA
Pepper blistering leaf virus,ssDNA(+/-)
Mastomys natalensis polyomavirus 3,dsDNA
Bean bushy stunt virus,ssDNA(+/-)
Ocimum mosaic virus,ssDNA(+/-)
Ocimum yellow vein virus,ssDNA(+/-)
Ocimum golden mosaic virus,ssDNA(+/-)
Penguin circovirus,ssDNA(+/-)
Bean latent virus,ssDNA(+/-)
Epiphyllum virus 4,dsDNA-RT
Tomato mosaic severe dwarf virus,ssDNA(+/-)
Tomato yellow leaf deformation dwarf virus,ssDNA(+/-)
Noni mosaic virus,ssRNA(+)
Opuntia virus 1,ssDNA(+/-)
Primate bocaparvovirus 3,ssDNA(+/-)
Cucumber chlorotic leaf virus,ssDNA(+/-)
Sida chlorotic leaf virus,ssDNA(+/-)
Porcine circovirus 4,ssDNA(+/-)
Chickpea redleaf virus 2,ssDNA(+/-)
Callosciurus prevostii polyomavirus 1,dsDNA
Physalis rugose mosaic virus,ssRNA(+)
Sciurus carolinensis polyomavirus 1,dsDNA
Callosciurus erythraeus polyomavirus 1,dsDNA
Euonymus yellow mottle associated virus,ssRNA(+)
Sorghum arundinaceum associated virus,ssDNA(+/-)
Eleusine indica associated virus,ssDNA(+/-)
Homarus gammarus nudivirus,dsDNA
Tomato vein clearing leaf deformation virus,ssDNA(+/-)
Caaingua virus,ssRNA(+)
Costus stripe mosaic virus,ssRNA(+)
Strawberry cytorhabdovirus 1,ssRNA(-)
Parsley severe stunt alphasatellite 4,ssDNA
Parsley severe stunt alphasatellite 3,ssDNA
Patrinia mild mottle virus,ssRNA(+)
Tomato leaf curl Anand alphasatellite,ssDNA
Polyscias mosaic virus,dsDNA-RT
Cervid alphaherpesvirus 3,dsDNA
Emilia yellow vein Fujian betasatellite,ssDNA
Canis lupus polyomavirus 1,dsDNA
Mastomys natalensis polyomavirus 2,dsDNA
Capra aegagrus polyomavirus 1,dsDNA
Apodemus flavicollis polyomavirus 1,dsDNA
Phascolarctid gammaherpesvirus 1,dsDNA
Vombatid gammaherpesvirus 1,dsDNA
Coconut foliar decay alphasatellite 5,ssDNA
Coconut foliar decay alphasatellite 4,ssDNA
Coconut foliar decay alphasatellite 2,ssDNA
Codiaeum leaf curl betasatellite,ssDNA
Sida yellow golden mosaic virus,ssDNA(+/-)
Hibiscus vein enation betasatellite,ssDNA
Cnidium virus X,ssRNA(+)
Jasmine virus H,ssRNA(+)
Verbena mottle virus,ssDNA(+/-)
Hybanthus yellow mosaic virus,ssDNA(+/-)
Ambrosia asymptomatic virus 1,ssRNA(+)
Tomato leaf curl Ranchi betasatellite,ssDNA
Bitter gourd yellow mosaic virus,ssDNA(+/-)
Botrylloides leachii nidovirus,ssRNA(+)
Apple rubbery wood virus 2,RNA
Muir Springs virus,ssRNA(-)
Bahia Grande virus,ssRNA(-)
Garba virus,ssRNA(-)
Raspberry vein chlorosis virus,ssRNA(-)
Psittacine adenovirus 1,dsDNA
Syngnathus scovelli chapparvovirus,ssDNA(+/-)
Ovine adenovirus 8,dsDNA
Melon yellow mosaic virus,ssDNA(+/-)
Tomato twisted leaf virus,ssDNA(+/-)
Human lung-associated vientovirus FB,ssDNA
Hibiscus golden mosaic virus,ssDNA(+/-)
Dendrobium chlorotic mosaic virus,ssRNA(+)
Maize streak dwarfing virus,ssDNA(+/-)
Roe deer copiparvovirus,ssDNA(+/-)
Pepper yellow leaf curl Aceh virus,ssDNA(+/-)
Tobacco leaf curl Dominican Republic virus,ssDNA(+/-)
Pumpkin polerovirus,ssRNA(+)
Morogoro maize-associated virus,ssRNA(-)
Emilia yellow vein Fujian virus,ssDNA(+/-)
Mengla dianlovirus,ssRNA(-)
Cuiaba virus,ssRNA(-)
Alston virus,ssRNA(-)
Celery latent virus,ssRNA(+)
Dioscorea mosaic virus,ssRNA(+)
Yerba mate chlorosis-associated virus,ssRNA(-)
Papaya cytorhabdovirus,ssRNA(-)
Platycodon mild mottle virus,ssRNA(+)
Spodoptera eridania nucleopolyhedrovirus,dsDNA
Areca palm necrotic ringspot virus,ssRNA(+)
Cryptophlebia peltastica nucleopolyhedrovirus,dsDNA
Hollyhock yellow vein virus,ssDNA(+/-)
Tomato leaf curl Mahe virus,ssDNA(+/-)
Passiflora edulis symptomless virus,ssRNA(+)
Mashua virus Y,ssRNA(+)
Faba bean polerovirus 1,ssRNA(+)
Sweet potato leaf curl Hubei virus,ssDNA(+/-)
Alpinia oxyphylla mosaic virus,ssRNA(+)
Ageratum leaf curl Sichuan virus,ssDNA(+/-)
Yam chlorotic necrosis virus,ssRNA(+)
Cowpea bright yellow mosaic virus,ssDNA(+/-)
Mus musculus polyomavirus 3,dsDNA
Murine bocavirus,ssDNA(+/-)
Murine adeno-associated virus 2,ssDNA(+/-)
Murine adeno-associated virus 1,ssDNA(+/-)
Wheat yellow striate virus,ssRNA(-)
East Asian Passiflora distortion virus,ssRNA(+)
Pistachio ampelovirus A,ssRNA(+)
Grapevine badnavirus 1,dsDNA-RT
Faba bean necrotic yellows virus associated alphasatellite 1,ssDNA
Cabbage cytorhabdovirus 1,ssRNA(-)
