Species,Genome composition
Pahexavirus PAS50,dsDNA
Pahexavirus PHL009M11,dsDNA
Pahexavirus PHL025M00,dsDNA
Pahexavirus PHL037M02,dsDNA
Pahexavirus PHL041M10,dsDNA
Pahexavirus PHL060L00,dsDNA
Pahexavirus PHL067M01,dsDNA
Pahexavirus PHL070N00,dsDNA
Pahexavirus PHL071N05,dsDNA
Pahexavirus PHL082M03,dsDNA
Pahexavirus PHL092M00,dsDNA
Pahexavirus PHL095N00,dsDNA
Pahexavirus PHL111M01,dsDNA
Pahexavirus PHL112N00,dsDNA
Pahexavirus PHL113M01,dsDNA
Pahexavirus PHL114L00,dsDNA
Pahexavirus PHL116M00,dsDNA
Pahexavirus PHL117M00,dsDNA
Pahexavirus PHL117M01,dsDNA
Pahexavirus PHL132N00,dsDNA
Pahexavirus PHL141N00,dsDNA
Pahexavirus PHL151M00,dsDNA
Pahexavirus PHL151N00,dsDNA
Pahexavirus PHL152M00,dsDNA
Pahexavirus PHL163M00,dsDNA
Pahexavirus PHL171M01,dsDNA
Pahexavirus PHL179M00,dsDNA
Pahexavirus PHL194M00,dsDNA
Pahexavirus PHL199M00,dsDNA
Pahexavirus PHL301M00,dsDNA
Pahexavirus PHL308M00,dsDNA
Pahexavirus pirate,dsDNA
Pahexavirus procrass1,dsDNA
Pahexavirus SKKY,dsDNA
Pahexavirus solid,dsDNA
Pahexavirus stormborn,dsDNA
Pahexavirus wizzo,dsDNA
Pakpunavirus CAb02,dsDNA
Pakpunavirus CAb1,dsDNA
Pakpunavirus JG004,dsDNA
Pakpunavirus MAG1,dsDNA
Pakpunavirus MK,dsDNA
Pakpunavirus PA10,dsDNA
Pakpunavirus PAKP1,dsDNA
Pakpunavirus PAKP2,dsDNA
Pakpunavirus PAKP4,dsDNA
Pakpunavirus PaP1,dsDNA
Pakpunavirus zigelbrucke,dsDNA
Pamexvirus PaMx28,dsDNA
Pamexvirus PaMx74,dsDNA
Pankowvirus pv1717,dsDNA
Pankowvirus pv2851,dsDNA
Pankowvirus WGPS6,dsDNA
Pankowvirus WGPS8,dsDNA
Pankowvirus YYZ2008,dsDNA
Papyrusvirus papyrus,dsDNA
Papyrusvirus send513,dsDNA
Parlovirus parlo,dsDNA
Patiencevirus patience,dsDNA
Pavtokvirus pavtok,dsDNA
Pavtokvirus PEp14,dsDNA
Pawinskivirus PS119XW,dsDNA
Pbunavirus Ab28,dsDNA
Pbunavirus antinowhere,dsDNA
Pbunavirus BrSP1,dsDNA
Pbunavirus crassa,dsDNA
Pbunavirus datas,dsDNA
Pbunavirus DL60,dsDNA
Pbunavirus DP1,dsDNA
Pbunavirus E215,dsDNA
Pbunavirus E217,dsDNA
Pbunavirus Epa14,dsDNA
Pbunavirus EPa61,dsDNA
Pbunavirus Epa7,dsDNA
Pbunavirus F8,dsDNA
Pbunavirus KPP12,dsDNA
Pbunavirus KTN6,dsDNA
Pbunavirus LBL3,dsDNA
Pbunavirus LMA2,dsDNA
Pbunavirus LS1,dsDNA
Pbunavirus PA01,dsDNA
Pbunavirus Pa193,dsDNA
Pbunavirus PA5,dsDNA
Pbunavirus PA8P1,dsDNA
Pbunavirus PaGU11,dsDNA
Pbunavirus PB1,dsDNA
Pbunavirus PS44,dsDNA
Pbunavirus pv141,dsDNA
Pbunavirus R12,dsDNA
Pbunavirus R26,dsDNA
Pbunavirus S1,dsDNA
Pbunavirus SL1,dsDNA
Pbunavirus SN,dsDNA
Pbunavirus USP1,dsDNA
Pseudomonas virus DL68,dsDNA
Pseudomonas virus JG024,dsDNA
Pseudomonas virus NH4,dsDNA
Peatvirus peat2,dsDNA
Pemunavirus PM1,dsDNA
Pepyhexavirus pepy6,dsDNA
Pepyhexavirus poco6,dsDNA
Perisivirus Pr,dsDNA
Perisivirus Tb,dsDNA
Persistencevirus persistence,dsDNA
Petsuvirus pEtSU,dsDNA
Phabiovirus phabio,dsDNA
Phabquatrovirus PHB04,dsDNA
Pharaohvirus pharaoh,dsDNA
Pharaohvirus steamy,dsDNA
Phifelvirus FL1,dsDNA
Phifelvirus FL2,dsDNA
Phifelvirus FL3,dsDNA
Phikzvirus PA7,dsDNA
Phikzvirus phiKZ,dsDNA
Phikzvirus SL2,dsDNA
Phleivirus Phlei,dsDNA
Phreappuccinovirus Phrappuccino,dsDNA
Picardvirus picard,dsDNA
Pikminvirus pikmin,dsDNA
Piorkowskivirus CHPC577,dsDNA
Piorkowskivirus CHPC926,dsDNA
Piorkowskivirus pv9871,dsDNA
Piorkowskivirus pv9872,dsDNA
Piorkowskivirus pv9874,dsDNA
Piorkowskivirus SW16,dsDNA
Piorkowskivirus SW22,dsDNA
Plaisancevirus PMW,dsDNA
Plateaulakevirus pv2L372D,dsDNA
Plateaulakevirus pv2L372X,dsDNA
Plateaulakevirus pv4L372D,dsDNA
Plateaulakevirus pv4L372XY,dsDNA
Pleeduovirus PLE2,dsDNA
Pleetrevirus iLp84,dsDNA
Pleetrevirus PLE3,dsDNA
Polybotosvirus Atuph07,dsDNA
Ponsvirus bigchungus,dsDNA
Ponsvirus cherryonlim,dsDNA
Ponsvirus lauer,dsDNA
Ponsvirus mayweather,dsDNA
Ponsvirus pons,dsDNA
Ponsvirus sheckwes,dsDNA
Ponsvirus vine,dsDNA
Popoffvirus pv56,dsDNA
Poushouvirus Poushou,dsDNA
Powerballvirus powerball,dsDNA
Predatorvirus predator,dsDNA
Psavirus LP302,dsDNA
Psavirus PSA,dsDNA
Pukovnikvirus bactobuster,dsDNA
Pukovnikvirus ironman,dsDNA
Pukovnikvirus phaded,dsDNA
Pukovnikvirus pukovnik,dsDNA
Pulverervirus PFR1,dsDNA
Aeromonas virus 43,dsDNA
Punavirus P1,dsDNA
Punavirus RCS47,dsDNA
Punavirus SJ46,dsDNA
Puppervirus Pupper,dsDNA
Purivirus UFJFPfDIW6,dsDNA
Qingdaovirus J21,dsDNA
Questintvirus Q54,dsDNA
Quhwahvirus kaihaidragon,dsDNA
Quhwahvirus ouhwah,dsDNA
Quhwahvirus paschalis,dsDNA
Quivirus qui,dsDNA
Radostvirus ev099,dsDNA
Rahariannevirus raharianne,dsDNA
Raleighvirus darolandstone,dsDNA
Raleighvirus raleigh,dsDNA
Rauchvirus BPP1,dsDNA
Ravarandavirus kac65v151,dsDNA
Ravarandavirus kac68v161,dsDNA
Ravarandavirus rv2AV2,dsDNA
Ravinvirus N15,dsDNA
Refugevirus darthphader,dsDNA
Refugevirus refuge,dsDNA
Rerduovirus hiro,dsDNA
Rerduovirus phailmary,dsDNA
Rerduovirus RER2,dsDNA
Rerduovirus RGL3,dsDNA
Rerduovirus takoda,dsDNA
Richievirus auxilium,dsDNA
Richievirus richie,dsDNA
Rigallicvirus P106B,dsDNA
Rimavirus drgrey,dsDNA
Rimavirus rima,dsDNA
Ripduovirus RP12,dsDNA
Risingsunvirus risingsun,dsDNA
Rivsvirus SNUABM5,dsDNA
Rockefellervirus CNPH82,dsDNA
Rockefellervirus CNPx,dsDNA
Rockefellervirus IME134801,dsDNA
Rockefellervirus IPLA5,dsDNA
Rockefellervirus IPLA7,dsDNA
Rockefellervirus PH15,dsDNA
Rockvillevirus phi4J1,dsDNA
Rogerhendrixvirus hendrix,dsDNA
Ronaldovirus fryberger,dsDNA
Ronaldovirus ronaldo,dsDNA
Rosariovirus Weirdo19ES,dsDNA
Rosemountvirus birk,dsDNA
Rosemountvirus BP63,dsDNA
Rosemountvirus SE13,dsDNA
Rosemountvirus UPFBP2,dsDNA
Rosemountvirus yarpen,dsDNA
Roslyckyvirus ph08,dsDNA
Roufvirus pIS4A,dsDNA
Rowavirus rowa,dsDNA
Ruthyvirus dumpsterdude,dsDNA
Ruthyvirus ruthy,dsDNA
Ryyoungvirus bcepC6B,dsDNA
Saclayvirus Aci011,dsDNA
Saclayvirus Aci022,dsDNA
Saclayvirus Aci05,dsDNA
Sagamiharavirus PP,dsDNA
Saintgironsvirus LE1,dsDNA
Salmondvirus JA11,dsDNA
Salmondvirus JA29,dsDNA
Saltrevirus sv64795sal3,dsDNA
Samunavirus SM1,dsDNA
Samwavirus adelaide,dsDNA
Samwavirus dina,dsDNA
Samwavirus samW,dsDNA
Samwavirus StAB,dsDNA
Samwavirus stiles,dsDNA
Sandinevirus BK5T,dsDNA
Caulobacter virus Sansa,dsDNA
Santafevirus sf40AC,dsDNA
Saphexavirus BC611,dsDNA
Saphexavirus IMEEF1,dsDNA
Saphexavirus SAP6,dsDNA
Saphexavirus SPQS1,dsDNA
Saphexavirus VD13,dsDNA
Sargevirus sarge,dsDNA
Sarumanvirus bcepsaruman,dsDNA
Sarumanvirus bcepsauron,dsDNA
Sasdunavirus SASD1,dsDNA
Sashavirus sasha,dsDNA
Sasquatchvirus Y3,dsDNA
Sasvirus BFK20,dsDNA
Saundersvirus Tp84,dsDNA
Sawaravirus WGPS2,dsDNA
Scappvirus scapp,dsDNA
Scapunavirus scap1,dsDNA
Schmidvirus KHP30,dsDNA
Schmidvirus KHP40,dsDNA
Schmidvirus sv1961P,dsDNA
Schmittlotzvirus sv771,dsDNA
Schnabeltiervirus schnabeltier,dsDNA
Schubertvirus schubert,dsDNA
Seahorsevirus seahorse,dsDNA
Seamegvirus seahorse,dsDNA
Segzyvirus LPSTLL,dsDNA
Segzyvirus segz1,dsDNA
Sendosyvirus APSE1,dsDNA
Sendosyvirus APSE2,dsDNA
Seongbukvirus MH1,dsDNA
Seoulvirus SPN3US,dsDNA
Septimatrevirus Ab26,dsDNA
Septimatrevirus kakheti25,dsDNA
Septimatrevirus sv73,dsDNA
Serwervirus 201phi21,dsDNA
Seussvirus seuss,dsDNA
Sextaecvirus SEP9,dsDNA
Sextaecvirus sextaec,dsDNA
Sfunavirus SF1,dsDNA
Shandongvirus H101,dsDNA
Sheenvirus Sheen,dsDNA
Sherbrookevirus CD4811,dsDNA
Sherbrookevirus CD506,dsDNA
Sherbrookevirus CDHM11,dsDNA
Sherbrookevirus CDHM13,dsDNA
Sherbrookevirus CDHM14,dsDNA
Sherbrookevirus MMP04,dsDNA
Shirahamavirus PTm1,dsDNA
Shoyavirus shoya,dsDNA
Shuimuvirus IME207,dsDNA
Siatvirus Lz245,dsDNA
Sidiousvirus sidious,dsDNA
Siftrevirus SF3,dsDNA
Silentrexvirus silentrx,dsDNA
Sixamavirus sixama,dsDNA
Skarprettervirus skarpretter,dsDNA
Skatevirus BS5,dsDNA
Skatevirus KFSSE2,dsDNA
Skatevirus LPST10,dsDNA
Skatevirus SeSz2,dsDNA
Skatevirus Seszw1,dsDNA
Skatevirus skate,dsDNA
Skatevirus VSt472,dsDNA
Skogvirus Skog,dsDNA
Skulduggeryvirus skulduggery,dsDNA
Skunavirus A16,dsDNA
Skunavirus ASCC191,dsDNA
Skunavirus ASCC273,dsDNA
Skunavirus ASCC281,dsDNA
Skunavirus ASCC465,dsDNA
Skunavirus ASCC532,dsDNA
Skunavirus B1127,dsDNA
Skunavirus bibb29,dsDNA
Skunavirus bIBB5g1,dsDNA
Skunavirus bIBBF12,dsDNA
Skunavirus bIL170,dsDNA
Skunavirus caseusJM1,dsDNA
Skunavirus CB13,dsDNA
Skunavirus CB14,dsDNA
Skunavirus CB19,dsDNA
Skunavirus CHPC129,dsDNA
Skunavirus CHPC361,dsDNA
Skunavirus CHPC362,dsDNA
Skunavirus CHPC52,dsDNA
Skunavirus CHPC781,dsDNA
Skunavirus CHPC958,dsDNA
Skunavirus CHPC959,dsDNA
Skunavirus CHPC964,dsDNA
Skunavirus CHPC965,dsDNA
Skunavirus E1127,dsDNA
Skunavirus F0139,dsDNA
Skunavirus fd13,dsDNA
Skunavirus i0139,dsDNA
Skunavirus JF1,dsDNA
Skunavirus jm2,dsDNA
Skunavirus jm3,dsDNA
Skunavirus L18,dsDNA
Skunavirus L6,dsDNA
Skunavirus Lj,dsDNA
Skunavirus LP0209,dsDNA
Skunavirus LP0903,dsDNA
Skunavirus LP1502a,dsDNA
Skunavirus LP8511,dsDNA
Skunavirus LP9207,dsDNA
Skunavirus LP9404,dsDNA
Skunavirus LP9609,dsDNA
Skunavirus LP9903,dsDNA
Skunavirus LP9908,dsDNA
Skunavirus M1127,dsDNA
Skunavirus MP1,dsDNA
Skunavirus MV10L,dsDNA
Skunavirus P008,dsDNA
Skunavirus P1532,dsDNA
Skunavirus p272,dsDNA
Skunavirus P4565,dsDNA
Skunavirus P475,dsDNA
Skunavirus P656,dsDNA
Skunavirus P680,dsDNA
Skunavirus R31,dsDNA
Skunavirus S0139,dsDNA
Skunavirus sk1,dsDNA
Skunavirus Sl4,dsDNA
Skunavirus sv05601,dsDNA
Skunavirus sv109,dsDNA
Skunavirus sv10W18,dsDNA
Skunavirus sv13W11L,dsDNA
Skunavirus sv145,dsDNA
Skunavirus sv15,dsDNA
Skunavirus sv155,dsDNA
Skunavirus sv16802,dsDNA
Skunavirus sv16W23,dsDNA
Skunavirus sv193,dsDNA
Skunavirus sv30804,dsDNA
Skunavirus sv340,dsDNA
Skunavirus sv37201,dsDNA
Skunavirus sv38503,dsDNA
Skunavirus sv38507,dsDNA
Skunavirus sv3R16S,dsDNA
Skunavirus sv42,dsDNA
Skunavirus sv44,dsDNA
Skunavirus sv512,dsDNA
Skunavirus sv51701,dsDNA
Skunavirus sv56003,dsDNA
Skunavirus sv56301,dsDNA
Skunavirus sv57001,dsDNA
Skunavirus sv62601,dsDNA
Skunavirus sv62605,dsDNA
Skunavirus sv63302,dsDNA
Skunavirus sv66901,dsDNA
Skunavirus sv7,dsDNA
Skunavirus sv712,dsDNA
Skunavirus sv79201,dsDNA
Skunavirus sv88605,dsDNA
Skunavirus sv8V08,dsDNA
Skunavirus sv91127,dsDNA
Skunavirus sv936,dsDNA
Skunavirus sv96401,dsDNA
Skunavirus sv96403,dsDNA
Skunavirus sv96603,dsDNA
Slashvirus slash,dsDNA
Slashvirus stahl,dsDNA
Slashvirus staley,dsDNA
Slashvirus stills,dsDNA
Sleepyheadvirus sleepyhead,dsDNA
Smoothievirus bachita,dsDNA
Smoothievirus clubL,dsDNA
Smoothievirus smoothie,dsDNA
Snuvirus SNUABM7,dsDNA
Sonalivirus sonali,dsDNA
Sortsnevirus IME279,dsDNA
Sortsnevirus sortsne,dsDNA
Soupsvirus soups,dsDNA
Soupsvirus strosahl,dsDNA
Soupsvirus wait,dsDNA
Sourvirus sour,dsDNA
Sozzivirus S11,dsDNA
Sozzivirus S13,dsDNA
Sozzivirus sv9805,dsDNA
Sparkyvirus sparky,dsDNA
Spbetavirus SPbeta,dsDNA
Spizizenvirus sv105,dsDNA
Squashvirus hyperion,dsDNA
Squashvirus squash,dsDNA
Stanholtvirus E125,dsDNA
Stanholtvirus sv1026b,dsDNA
Stanholtvirus sv6442,dsDNA
Steinhofvirus JWX,dsDNA
Steinhofvirus sv8324,dsDNA
Stonewallvirus A25,dsDNA
Stormageddonvirus Stormageddon,dsDNA
Sukhumvitvirus T25,dsDNA
Svunavirus GBSV1,dsDNA
Svunavirus sv1,dsDNA
Swiduovirus swi2,dsDNA
Syrbvirus R1,dsDNA
Tabernariusvirus tabernarius,dsDNA
Takahashivirus PBS1,dsDNA
Tandoganvirus A403,dsDNA
Tankvirus tank,dsDNA
Tantvirus tant,dsDNA
Taranisvirus taranis,dsDNA
Tepukevirus Psa21,dsDNA
Terapinvirus suzy,dsDNA
Terapinvirus terapin,dsDNA
Teubervirus AM6,dsDNA
Teubervirus LW31,dsDNA
Teubervirus P087,dsDNA
Teubervirus P596,dsDNA
Teubervirus Q1,dsDNA
Thornevirus SP15,dsDNA
Tieomvirus BT1011,dsDNA
Tigunavirus TG1,dsDNA
Tijeunavirus TJE1,dsDNA
Timshelvirus droogsarmy,dsDNA
Timshelvirus HINdeR,dsDNA
Timshelvirus SWU2,dsDNA
Timshelvirus timshel,dsDNA
Tinduovirus TIN2,dsDNA
Tinduovirus TIN3,dsDNA
Titanvirus rcspartan,dsDNA
Titanvirus rctitan,dsDNA
Toutatisvirus toutatis,dsDNA
Triavirus fPfSau02,dsDNA
Triavirus IPLA35,dsDNA
Triavirus JS02,dsDNA
Triavirus LH1,dsDNA
Triavirus P240,dsDNA
Triavirus R1988,dsDNA
Triavirus SA137ruMSSAST121PVL,dsDNA
Triavirus SAP11,dsDNA
Triavirus SLT,dsDNA
Triavirus st1,dsDNA
Triavirus st121mssa,dsDNA
Triavirus st30,dsDNA
Triavirus st5,dsDNA
Triavirus st78,dsDNA
Triavirus StauST3982,dsDNA
Triavirus tp3102,dsDNA
Triavirus tv12,dsDNA
Triavirus tv15644,dsDNA
Triavirus tv2,dsDNA
Triavirus tv2958PVL,dsDNA
Triavirus tv3a,dsDNA
Triavirus tv42e,dsDNA
Triavirus tv47,dsDNA
Trigintaduovirus 32HC,dsDNA
Trigintaduovirus rem711,dsDNA
Trinavirus trina,dsDNA
Trinevirus trine,dsDNA
Triplejayvirus tripleJ,dsDNA
Turbidovirus anselm,dsDNA
Turbidovirus benvolio,dsDNA
Turbidovirus bugsy,dsDNA
Turbidovirus centaur,dsDNA
Turbidovirus evilgenius,dsDNA
Turbidovirus fameo,dsDNA
Turbidovirus georgie2,dsDNA
Turbidovirus heffalump,dsDNA
Turbidovirus joshkayV,dsDNA
Turbidovirus larenn,dsDNA
Turbidovirus malec,dsDNA
Turbidovirus piro94,dsDNA
Turbidovirus turbido,dsDNA
Typhavirus typha,dsDNA
Uetakevirus epsilon15,dsDNA
Uetakevirus phiV10,dsDNA
Uetakevirus SPN1S,dsDNA
Uwajimavirus PLgW1,dsDNA
Vashvirus lilbooboo,dsDNA
Vashvirus vash,dsDNA
Vedamuthuvirus BM13,dsDNA
Vedamuthuvirus P1045,dsDNA
Vedamuthuvirus Q33,dsDNA
Vedamuthuvirus vv50902,dsDNA
Vedamuthuvirus vv62503,dsDNA
Veewebvirus vwb,dsDNA
Veracruzvirus babyboy,dsDNA
Veracruzvirus BTCU1,dsDNA
Veracruzvirus heldan,dsDNA
Veracruzvirus MA5,dsDNA
Veracruzvirus phantastic,dsDNA
Veracruzvirus pistachio,dsDNA
Veracruzvirus rockstar,dsDNA
Veracruzvirus veracruz,dsDNA
Vhmlvirus mar,dsDNA
Vhmlvirus VHML,dsDNA
Vhmlvirus VP585,dsDNA
Vhulanivirus Shpa,dsDNA
Vibakivirus vibaki,dsDNA
Vicosavirus NV1,dsDNA
Vicosavirus UFVP2,dsDNA
Vidquintavirus Vid5,dsDNA
Vieuvirus B1251,dsDNA
Vieuvirus R3177,dsDNA
Gordonia virus Lennon,dsDNA
Vividuovirus ailee,dsDNA
Vividuovirus angelicage,dsDNA
Vividuovirus barsten,dsDNA
Vividuovirus bibwit,dsDNA
Vividuovirus brandonk123,dsDNA
Vividuovirus fosterous,dsDNA
Vividuovirus galadriel,dsDNA
Vividuovirus geodirt,dsDNA
Vividuovirus jabberwocky,dsDNA
Vividuovirus keitabear,dsDNA
Vividuovirus love,dsDNA
Vividuovirus mckinley,dsDNA
Vividuovirus nordenberg,dsDNA
Vividuovirus paries,dsDNA
Vividuovirus rofo,dsDNA
Vividuovirus stultus,dsDNA
Vividuovirus tangent,dsDNA
Vividuovirus vivi2,dsDNA
Waukeshavirus BMBtp3,dsDNA
Waukeshavirus waukesha92,dsDNA
Wbetavirus wbeta,dsDNA
Weaselvirus weasel,dsDNA
Wellingtonvirus wellington,dsDNA
Whackvirus whack,dsDNA
Whiteheadvirus wv1358,dsDNA
Wifcevirus ECML117,dsDNA
Wifcevirus FEC19,dsDNA
Wifcevirus WFC,dsDNA
Wifcevirus WFH,dsDNA
Wizardvirus Arri,dsDNA
Wizardvirus bakery,dsDNA
Wizardvirus barb,dsDNA
Wizardvirus danyall,dsDNA
Wizardvirus evamon,dsDNA
Wizardvirus fireball,dsDNA
Wizardvirus jambalaya,dsDNA
Wizardvirus kimmyK,dsDNA
Wizardvirus mutzi,dsDNA
Wizardvirus nubi,dsDNA
Wizardvirus phlop,dsDNA
Wizardvirus portcullis,dsDNA
Wizardvirus rogerdodger,dsDNA
Wizardvirus smokingbunny,dsDNA
Wizardvirus tillybobjoe,dsDNA
Wizardvirus twister6,dsDNA
Wizardvirus valary,dsDNA
Wizardvirus vandewege,dsDNA
Wizardvirus wizard,dsDNA
Woesvirus woes,dsDNA
Wollypogvirus wollypog,dsDNA
Wolominvirus OH,dsDNA
Woodruffvirus TP1604,dsDNA
Woodruffvirus YDN12,dsDNA
Wumpquatrovirus WMP4,dsDNA
Wumptrevirus PP,dsDNA
Wumptrevirus WMP3,dsDNA
Xiamenvirus RDJL1,dsDNA
Xiamenvirus RDJL2,dsDNA
Xipdecavirus OP1,dsDNA
Xipdecavirus Xop411,dsDNA
Xipdecavirus Xp10,dsDNA
Xuquatrovirus PTXU04,dsDNA
Yanchengvirus pAEv1818,dsDNA
Yeceytrevirus yecey3,dsDNA
Yokohamavirus MSW3,dsDNA
Yokohamavirus PEi21,dsDNA
Yoloswagvirus yoloswag,dsDNA
Yongloolinvirus C2,dsDNA
Yongloolinvirus CDMH1,dsDNA
Yongloolinvirus MMP01,dsDNA
Yongloolinvirus MMP03,dsDNA
Gordonia virus Yvonnetastic,dsDNA
Zetavirus zeta1847,dsDNA
Zhangjivirus PJN02,dsDNA
Zhangqianvirus IME1354,dsDNA
Zitchvirus verity,dsDNA
Zitchvirus zipp,dsDNA
Zitchvirus zitch,dsDNA
Zukovirus phill,dsDNA
Zukovirus zuko,dsDNA
Affertcholeramvirus CTXphi,ssDNA(+/-)
Affertcholeramvirus preCTX1,ssDNA(+/-)
Affertcholeramvirus preCTX2,ssDNA(+/-)
Capistrivirus KSF1,ssDNA(+)
Coriovirus Cf1c,ssDNA(+)
Coriovirus Cf1c,ssDNA(+/-)
Fibrovirus fs1,ssDNA(+)
Fibrovirus fs1,ssDNA(+/-)
Fibrovirus fs1,ssDNA(+/-)
Fibrovirus fs1,ssDNA(+)
Fibrovirus fs1,ssDNA(+/-)
Fibrovirus VGJ,ssDNA(+/-)
Fobrovirus VP24,ssDNA(+/-)
Habenivirus RS551,ssDNA(+/-)
Habenivirus RS551,ssDNA(+/-)
Habenivirus RS603,ssDNA(+/-)
Habenivirus RSM1,ssDNA(+/-)
Habenivirus RSM3,ssDNA(+/-)
Habenivirus RSM3,ssDNA(+/-)
Infulavirus If1,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Inovirus M13,ssDNA(+)
Lineavirus I22,ssDNA(+)
Lineavirus IKe,ssDNA(+)
Lineavirus pear,ssDNA(+)
Lophivirus Cf2,ssDNA(+/-)
Lophivirus Lf2,ssDNA(+/-)
Lophivirus LfUK,ssDNA(+/-)
Lophivirus Xv2,ssDNA(+/-)
Parhipatevirus PE226,ssDNA(+)
Porrectionivirus p12J,ssDNA(+)
Primolicivirus Pf1,ssDNA(+)
Primolicivirus Pf8,ssDNA(+/-)
Psecadovirus PSH1,ssDNA(+/-)
Restivirus RSBg,ssDNA(+/-)
Restivirus RSS1,ssDNA(+)
Restivirus RSS1,ssDNA(+/-)
Restivirus RSS1,ssDNA(+/-)
Restivirus RSS1,ssDNA(+/-)
Saetivirus fs2,ssDNA(+)
Saetivirus VFJ,ssDNA(+/-)
Scuticavirus SMA6,ssDNA(+/-)
Siphunculivirus SHP2,ssDNA(+/-)
Staminivirus SMA9,ssDNA(+/-)
Subteminivirus SMA7,ssDNA(+/-)
Tertilicivirus Pf3,ssDNA(+)
Tertilicivirus Pf3,ssDNA(+)
Vasivirus VAI,ssDNA(+/-)
Versovirus VALG6,ssDNA(+/-)
Versovirus VfO3K6,ssDNA(+/-)
Versovirus VfO3K6,ssDNA(+)
Vicialiavirus VCY,ssDNA(+/-)
Villovirus VALG8,ssDNA(+/-)
Villovirus Vf33,ssDNA(+)
Villovirus Vf33,ssDNA(+)
Xylivirus XacF13,ssDNA(+/-)
Xylivirus Xf109,ssDNA(+/-)
Xylivirus Xf109,ssDNA(+/-)
Bifilivirus B5,ssDNA(+)
Thomixvirus OH3,ssDNA(+)
Plectrovirus L51,ssDNA(+)
Plectrovirus L51,ssDNA(+)
Suturavirus SVTS2,ssDNA(+)
Vespertiliovirus C74,ssDNA(+)
Vespertiliovirus R8A2B,ssDNA(+)
Vespertiliovirus SkV1CR23x,ssDNA(+)
Virgulavirus SVGII3,ssDNA(+)
Alphatrevirus alpha3,ssDNA(+)
Alphatrevirus ID21,ssDNA(+)
Alphatrevirus ID32,ssDNA(+)
Alphatrevirus ID62,ssDNA(+)
Alphatrevirus NC28,ssDNA(+)
Alphatrevirus NC29,ssDNA(+)
Alphatrevirus NC35,ssDNA(+)
Alphatrevirus phiK,ssDNA(+)
Alphatrevirus St1,ssDNA(+)
Alphatrevirus WA45,ssDNA(+)
Gequatrovirus G4,ssDNA(+)
Gequatrovirus ID52,ssDNA(+)
Gequatrovirus talmos,ssDNA(+)
Sinsheimervirus phiX174,ssDNA(+)
Bdellomicrovirus MH2K,ssDNA(+)
Bdellovibrio virus MAC1,ssDNA(+)
Chlamydiamicrovirus Chp1,ssDNA(+)
Chlamydiamicrovirus Chp2,ssDNA(+)
Chlamydiamicrovirus CPAR39,ssDNA(+)
Chlamydiamicrovirus CPG1,ssDNA(+)
Enterogokushovirus EC6098,ssDNA(+)
Spiromicrovirus SpV4,ssDNA(+)
Bombyx mori bidensovirus,ssDNA(+/-)
Alphapolyomavirus acelebensis,dsDNA
Alphapolyomavirus aflavicollis,dsDNA
Alphapolyomavirus apaniscus,dsDNA
Alphapolyomavirus callosciuri,dsDNA
Alphapolyomavirus cardiodermae,dsDNA
Alphapolyomavirus carolliae,dsDNA
Alphapolyomavirus chlopygerythrus,dsDNA
Alphapolyomavirus dobsoniae,dsDNA
Alphapolyomavirus eidoli,dsDNA
Alphapolyomavirus gorillae,dsDNA
Alphapolyomavirus macacae,dsDNA
Alphapolyomavirus mauratus,dsDNA
Alphapolyomavirus mischreibersii,dsDNA
Alphapolyomavirus molossi,dsDNA
Alphapolyomavirus muris,dsDNA
Alphapolyomavirus nonihominis,dsDNA
Alphapolyomavirus octihominis,dsDNA
Alphapolyomavirus omartiensseni,dsDNA
Alphapolyomavirus pacynocephalus,dsDNA
Alphapolyomavirus panos,dsDNA
Alphapolyomavirus philantombae,dsDNA
Alphapolyomavirus pibadius,dsDNA
Alphapolyomavirus pirufomitratus,dsDNA
Alphapolyomavirus ponabelii,dsDNA
Alphapolyomavirus ponpygmaeus,dsDNA
Alphapolyomavirus procyonis,dsDNA
Alphapolyomavirus ptevampyrus,dsDNA
Alphapolyomavirus quardecihominis,dsDNA
Alphapolyomavirus quartipanos,dsDNA
Alphapolyomavirus quintihominis,dsDNA
Alphapolyomavirus quintipanos,dsDNA
Alphapolyomavirus ranorvegicus,dsDNA
Alphapolyomavirus saraneus,dsDNA
Alphapolyomavirus secarplanirostris,dsDNA
Alphapolyomavirus secomartiensseni,dsDNA
Alphapolyomavirus secumastomysis,dsDNA
Alphapolyomavirus secumischreibersii,dsDNA
Alphapolyomavirus secupanos,dsDNA
Alphapolyomavirus septipanos,dsDNA
Alphapolyomavirus sextipanos,dsDNA
Alphapolyomavirus socoronatus,dsDNA
Alphapolyomavirus sominutus,dsDNA
Alphapolyomavirus sturnirae,dsDNA
Alphapolyomavirus suis,dsDNA
Alphapolyomavirus terdecihominis,dsDNA
Alphapolyomavirus tertarplanisrostris,dsDNA
Alphapolyomavirus tertichlopygerythrus,dsDNA
