Species,Genome composition
Klebsiella phage vB_KpnP_SU552A,dsDNA
Enterobacter phage phiKDA1,dsDNA
Proteus phage PM16,dsDNA
Proteus phage PM 75,dsDNA
Dickeya phage Dagda,dsDNA
Dickeya phage_Katbat,dsDNA
Dickeya phage_Luksen,dsDNA
Dickeya phage_Mysterion,dsDNA
Yersinia phage vB_YenP_AP10,dsDNA
Escherichia phage 285P,dsDNA
Shigella phage vB_ShiP_A7,dsDNA
Escherichia phage BA14,dsDNA
Yersinia phage Berlin,dsDNA
Salmonella phage BP12A,dsDNA
Salmonella phage_BSP161,dsDNA
Erwinia phage FE44,dsDNA
Kluyvera phage Kvp1,dsDNA
Escherichia phage P483,dsDNA
Escherichia phage P694,dsDNA
Pectobacterium phage PP74,dsDNA
Yersinia phage PYPS50,dsDNA
Salmonella phage vB_STy-RN5i1,dsDNA
Escherichia phage vB_EcoP_S523,dsDNA
Yersinia phage Yepe2,dsDNA
Yersinia phage Yep-phi,dsDNA
Citrobacter phage CR8,dsDNA
Vibrio phage ICP3,dsDNA
Vibrio phage N4,dsDNA
Vibrio phage VP4,dsDNA
Enterobacter phage phiEap-1,dsDNA
Erwinia phage vB_EamP-L1,dsDNA
Escherichia phage SRT7,dsDNA
Pseudomonas phage 17A,dsDNA
Pseudomonas phage gh-1,dsDNA
Pseudomonas phage Henninger,dsDNA
Pseudomonas phage KNP,dsDNA
Pseudomonas phage Pf1 ERZ-2017,dsDNA
Pseudomonas phage PPPL-1,dsDNA
Pseudomonas phage phiPsa17,dsDNA
Pseudomonas phage phiPSA2,dsDNA
Pseudomonas phage shl2,dsDNA
Pseudomonas phage WRT,dsDNA
Yersinia phage fPS-53,dsDNA
Yersinia phage fPS-54-ocr,dsDNA
Yersinia phage fPS-59,dsDNA
Yersinia phage fPS-9,dsDNA
Pectobacterium phage Jarilo,dsDNA
Citrobacter phage CR44b,dsDNA
Cronobacter phage Dev2,dsDNA
Escherichia phage EcoDS1,dsDNA
Enterobacter phage EcpYZU01,dsDNA
Escherichia phage vB_EcoP_F,dsDNA
Escherichia phage GA2A,dsDNA
Cronobacter phage GW1,dsDNA
Escherichia phage IMM-002,dsDNA
Escherichia phage K1F,dsDNA
Escherichia phage LM33_P1,dsDNA
Escherichia phage PE3-1,dsDNA
Escherichia phage Ro45lw,dsDNA
Shigella phage SFPH2,dsDNA
Citrobacter phage SH3,dsDNA
Citrobacter phage SH4,dsDNA
Escherichia phage ST31,dsDNA
Escherichia phage_Vec13,dsDNA
Escherichia phage YZ1,dsDNA
Escherichia phage ZG49,dsDNA
Morganella phage MmP1,dsDNA
Morganella phage vB_MmoP_MP2,dsDNA
Dickeya phage_vB_DsoP_JA10,dsDNA
Dickeya phage Ninurta,dsDNA
Pectobacterium phage PP47,dsDNA
Pectobacterium phage PP81,dsDNA
Pectobacterium phage PPWS4 DNA,dsDNA
Pseudomonas phage PPpW-4,dsDNA
Pseudomonas phage phiIBB-PF7A,dsDNA
Pseudomonas phage Pf-10,dsDNA
Pseudomonas phage PFP1,dsDNA
Pseudomonas phage Phi-S1,dsDNA
Pseudomonas phage 22PfluR64PP,dsDNA
Pseudomonas phage UNO-SLW1,dsDNA
Pseudomonas phage PspYZU08,dsDNA
Klebsiella phage 2044-307w,dsDNA
Klebsiella phage vB_KpnP_BIS33,dsDNA
Klebsiella phage Henu1,dsDNA
Klebsiella phage vB_KpnP_IL33,dsDNA
Klebsiella phage vB_KpnP_IME205,dsDNA
Klebsiella phage_vB_KpnP_IME321,dsDNA
Klebsiella phage K11,dsDNA
Escherichia phage K30,dsDNA
Klebsiella phage K5,dsDNA
Klebsiella phage K5-2,dsDNA
Klebsiella phage K5-4,dsDNA
Klebsiella phage KN1-1,dsDNA
Klebsiella phage KN3-1,dsDNA
Klebsiella phage KN4-1,dsDNA
Klebsiella phage vB_Kp1,dsDNA
Klebsiella phage KP32,dsDNA
Klebsiella phage KP32_isolate 192,dsDNA
Klebsiella phage KP32_isolate 194,dsDNA
Klebsiella phage KP32_isolate 195,dsDNA
Klebsiella phage KP32_isolate 196,dsDNA
Klebsiella phage kpssk3,dsDNA
Klebsiella phage vB_KpnP_KpV289,dsDNA
Klebsiella phage vB_KpnP_KpV763,dsDNA
Klebsiella phage vB_KpnP_KpV766,dsDNA
Klebsiella phage vB_KpnP_KpV767,dsDNA
Klebsiella phage Pharr,dsDNA
Klebsiella phage vB_KpnP_PRA33,dsDNA
Klebsiella phage SH-Kp 152234,dsDNA
Klebsiella phage SH-Kp 152410,dsDNA
Serratia phage 2050H2,dsDNA
Yersinia phage vB_YenP_AP5,dsDNA
Citrobacter phage phiCFP-1,dsDNA
Enterobacter phage E-2,dsDNA
Enterobacter phage E-3,dsDNA
Escherichia phage ECA2,dsDNA
Enterobacter phage KPN3,dsDNA
Escherichia phage LL2,dsDNA
Salmonella phage vB_SAg-RPN15,dsDNA
Salmonella phage phiSG-JL2,dsDNA
Citrobacter phage SH1,dsDNA
Citrobacter phage SH2,dsDNA
Serratia phage SM9-3Y,dsDNA
Enterobacteria phage T3,dsDNA
Bacteriophage T3,dsDNA
Enterobacteria phage T7M,dsDNA
Leclercia phage 10164-302,dsDNA
Yersinia phage phiYe-F10,dsDNA
Yersinia phage phiYeO3-12,dsDNA
Escherichia phage 13a,dsDNA
Escherichia phage C5,dsDNA
Escherichia phage CICC 80001,dsDNA
Escherichia phage Ebrios,dsDNA
Escherichia phage EG1,dsDNA
Escherichia phage HZ2R8,dsDNA
Escherichia phage HZP2,dsDNA
Stenotrophomonas phage IME15,dsDNA
Enterobacteria phage vB_EcoP_IME390,dsDNA
Escherichia phage N30,dsDNA
Escherichia phage NC-A,dsDNA
Escherichia phage T7,dsDNA
Salmonella phage 3A_8767,dsDNA
Escherichia phage 64795_ec1,dsDNA
Salmonella phage Vi06,dsDNA
Yersinia phage YpP-Y,dsDNA
Yersinia phage YpsP-G,dsDNA
Pseudomonas phage phi15,dsDNA
Pectobacterium phage DU_PP_II,dsDNA
Pseudomonas phage vB_PsyP_3MF5,dsDNA
Synechococcus phage S-CBP42,dsDNA
Ralstonia phage Anchaing,dsDNA
Aquamicrobium phage P14,dsDNA
uncultured phage_MedDCM-OCT-S45-C4,dsDNA
Agrobacterium phage Atu_ph02,dsDNA
Agrobacterium phage Atu_ph03,dsDNA
Ralstonia phage phiAp1,dsDNA
uncultured phage_MedDCM-OCT-S45-C18,dsDNA
Cyanophage SS120-1,dsDNA
Pseudomonas phage Andromeda,dsDNA
Pseudomonas phage Bf7,dsDNA
Escherichia phage J8-65,dsDNA
Escherichia phage_Lidtsur,dsDNA
Cyanophage NATL1A-7,dsDNA
uncultured phage_Deep1-GF2-KM23-C739,dsDNA
Rhizobium phage RHEph02,dsDNA
Rhizobium phage RHEph08,dsDNA
Rhizobium phage RHEph09,dsDNA
Vibrio phage 1.204.O._10N.222.46.F12,dsDNA
Escherichia phage PGT2,dsDNA
Escherichia phage phiKT,dsDNA
Alteromonas phage vB_AspP-H4/4,dsDNA
uncultured phage MedDCM-OCT-S46-C10,dsDNA
uncultured phage_MedDCM-OCT-S30-C28,dsDNA
Escherichia phage ECBP5,dsDNA
Pectobacterium phage PP99,dsDNA
Ralstonia phage DU_RP_I,dsDNA
Ralstonia phage RsoP1EGY,dsDNA
Synechococcus T7-like phage S-TIP37,dsDNA
uncultured phage_MedDCM-OCT-S08-C159,dsDNA
Ralstonia phage RSB3,dsDNA
Phage MedPE-SWcel-C56,dsDNA
Synechococcus phage S-RIP1,dsDNA
Providencia phage vB_PstP_PS3,dsDNA
Curvibacter phage P26059B,dsDNA
Ralstonia phage RSB2,dsDNA
Synechococcus phage S-CBP2,dsDNA
uncultured phage_MedDCM-OCT-S39-C11,dsDNA
Podophage Lau218,dsDNA
Pantoea phage LIMElight,dsDNA
Prochlorococcus phage P-GSP1,dsDNA
Synechococcus phage S-CBP3,dsDNA
Caulobacter phage Lullwater,dsDNA
Vibrio phage vB_VpaP_KF1,dsDNA
Vibrio phage vB_VpaP_KF2,dsDNA
Vibrio phage_vB_VpaS_OWB,dsDNA
Vibrio phage VP93,dsDNA
Pseudomonas phage VSW-3,dsDNA
uncultured phage_MedDCM-OCT-S31-C1,dsDNA
uncultured phage_MedDCM-OCT-S37-C6,dsDNA
Rhizobium phage RHEph01,dsDNA
uncultured phage_MedDCM-OCT-S05-C849,dsDNA
Mesorhizobium phage vB_MloP_Lo5R7ANS,dsDNA
uncultured phage_MedDCM-OCT-S28-C3,dsDNA
uncultured phage_MedDCM-OCT-S04-C24,dsDNA
Pelagibacter phage HTVC019P,dsDNA
uncultured phage_MedDCM-OCT-S35-C6,dsDNA
Caulobacter phage Percy,dsDNA
Delftia phage IME-DE1,dsDNA
uncultured phage_MedDCM-OCT-S05-C243,dsDNA
Pseudomonas phage PollyC,dsDNA
Synechococcus phage S-CBP4,dsDNA
uncultured phage MedDCM-OCT-S08-C41,dsDNA
Xanthomonas phage f20-Xaj,dsDNA
Xanthomonas phage f30-Xaj,dsDNA
Xylella phage Prado,dsDNA
Xanthomonas phage XAJ24,dsDNA
Xanthomonas phage phi Xc10,dsDNA
Synechococcus phage S-B28,dsDNA
Sphingomonas phage_Scott,dsDNA
Synechococcus phage S-RIP2,dsDNA
Ralstonia phage phiITL-1,dsDNA
uncultured phage_MedDCM-OCT-S42-C7,dsDNA
Ralstonia phage RPSC1,dsDNA
uncultured phage_MedDCM-OCT-S38-C3,dsDNA
Pelagibacter phage HTVC011P,dsDNA
uncultured phage_Deep-GF0-KM16-C193,dsDNA
Cyanophage NATL2A-133,dsDNA
Prochlorococcus phage P-SSP10,dsDNA
Cyanophage 9515-10a,dsDNA
Vibrio phage JSF7,dsDNA
Prochlorococcus phage P-SSP7,dsDNA
Synechococcus phage P60,dsDNA
Cyanophage P-SSP2,dsDNA
Prochlorococcus phage P-SSP3,dsDNA
Synechococcus phage Syn5,dsDNA
uncultured phage_MedDCM-OCT-S28-C10,dsDNA
Pantoea phage Limezero,dsDNA
Pasteurella phage PHB01,dsDNA
Pasteurella phage vB_PmuP_PHB02,dsDNA
Vibrio phage vB_VpP_G1,dsDNA
Burkholderia phage vB_BceS_AH2,dsDNA
Loktanella phage pCB2051-A,dsDNA
Proteus phage Saba,dsDNA
Salmonella phage BSPM4,dsDNA
Salmonella phage Chi,dsDNA
Salmonella phage 118970_sal1,dsDNA
Salmonella phage 35,dsDNA
Salmonella phage 37,dsDNA
Salmonella phage ER24,dsDNA
Salmonella phage FSL SP-030,dsDNA
Salmonella phage FSL SP-088,dsDNA
Salmonella phage iEPS5,dsDNA
Salmonella phage KFS-SE1,dsDNA
Serratia phage KpYy 1 41,dsDNA
Salmonella phage SeWh-1,dsDNA
Salmonella phage Siskin,dsDNA
Salmonella phage SPN19,dsDNA
Salmonella phage ST-101,dsDNA
Salmonella phage YSD1,dsDNA
Salmonella phage BP12C,dsDNA
Serratia phage JS26,dsDNA
Enterobacter phage Enc34,dsDNA
Achromobacter phage phiAxp-2,dsDNA
Achromobacter phage vB_AchrS_AchV4,dsDNA
Erwinia phage pEp_SNUABM_08,dsDNA
Cronobacter phage JC01,dsDNA
Providencia phage Kokobel1,dsDNA
Escherichia phage E21,dsDNA
Proteus phage PM87,dsDNA
Proteus phage pPM_01,dsDNA
Pseudomonas phage vB_Pae-SS2019XI,dsDNA
Burkholderia phage BcepNazgul,dsDNA
Pectobacterium phage MA12,dsDNA
Bacteriophage Phobos,dsDNA
Pseudomonas phage PspYZU01,dsDNA
Providencia phage vB_PreS-PibeRecoleta,dsDNA
Providencia phage Redjac,dsDNA
Providencia phage vB_PreS-Stilesk,dsDNA
Xylella phage Bacata,dsDNA
Xylella phage Salvo,dsDNA
Xylella phage Sano,dsDNA
Klebsiella phage YMC16/01/N133_KPN_BP,dsDNA
Synechococcus virus S-ESS1,dsDNA
Aeromonas phage vB_AhyS-A18P4,dsDNA
Aeromonas phage BUCT551,dsDNA
Aeromonas phage LAh_7,dsDNA
Klebsiella phage KPN N137,dsDNA
Klebsiella phage Seifer,dsDNA
Klebsiella phage Soft,dsDNA
Salmonella phage SAP012,dsDNA
Escherichia phage flopper,dsDNA
Escherichia phage phiEcoM-GJ1,dsDNA
Escherichia phage Mangalitsa,dsDNA
Escherichia phage ST32,dsDNA
Erwinia phage Faunus,dsDNA
Pantoea phage vB_PagM_SSEM1,dsDNA
Erwinia phage vB_EamM-Y2,dsDNA
Proteus phage Myduc,dsDNA
Escherichia phage vB_EcoM-4HA13,dsDNA
Pectobacterium phage PM1,dsDNA
Pectobacterium phage PP101,dsDNA
Aeromonas phage pAh6-C,dsDNA
Shewanella phage Spp001,dsDNA
Shewanella phage SppYZU05,dsDNA
Aeromonas phage ZPAH14,dsDNA
Vibrio phage Ceto,dsDNA
Vibrio phage JSF10,dsDNA
Vibrio phage JSF12,dsDNA
Vibrio phage phi 3,dsDNA
Vibrio phage Achelous,dsDNA
Vibrio phage AG74,dsDNA
Vibrio phage Athena,dsDNA
Vibrio phage Bennett,dsDNA
Vibrio phage Brizo,dsDNA
Vibrio phage Chester,dsDNA
Vibrio phage Cody,dsDNA
Vibrio phage Gary,dsDNA
Vibrio phage Pontus,dsDNA
Vibrio phage Quinn,dsDNA
Vibrio phage River4,dsDNA
Vibrio phage Thalassa,dsDNA
Vibrio phage pVP-1,dsDNA
Salmonella phage 100268_sal2,dsDNA
Salmonella phage 118970_sal2,dsDNA
Salmonella phage atrejo,dsDNA
Salmonella phage bastian,dsDNA
Salmonella phage bombadil,dsDNA
Escherichia phage EPS7,dsDNA
Salmonella phage 1-19,dsDNA
Salmonella phage 1-23,dsDNA
Salmonella phage 1-29,dsDNA
Salmonella phage 2-3,dsDNA
Salmonella phage 3-29,dsDNA
Salmonella phage faergetype,dsDNA
Salmonella phage fuchur,dsDNA
Salmonella phage LVR16A,dsDNA
Escherichia phage vB_Eco_mar003J3,dsDNA
Salmonella phage oselot,dsDNA
Salmonella phage OSY-STA,dsDNA
Yersinia phage phiR2-01,dsDNA
Salmonella phage vB_STy-RN29,dsDNA
Salmonella phage rokbiter,dsDNA
Salmonella phage S113,dsDNA
Salmonella phage S114,dsDNA
Salmonella phage S116,dsDNA
Salmonella phage S124,dsDNA
Salmonella phage S126,dsDNA
Salmonella phage S132,dsDNA
Salmonella phage S133,dsDNA
Salmonella phage S147,dsDNA
Escherichia phage saus132,dsDNA
Salmonella phage vB_SenS_SB13,dsDNA
Salmonella phage SE24,dsDNA
Salmonella phage Seafire,dsDNA
Salmonella phage Sepoy,dsDNA
Salmonella phage SH9,dsDNA
Salmonella phage STG2,dsDNA
Salmonella phage Stitch,dsDNA
Salmonella phage Sw2,dsDNA
Escherichia phage vB_EcoS_AKFV33,dsDNA
Escherichia phage phiAPCEc03,dsDNA
Escherichia phage BF23,dsDNA
Escherichia phage chee24,dsDNA
Escherichia phage DT571/2,dsDNA
Escherichia phage DT57C,dsDNA
Escherichia phage vB_EcoS_FFH_1,dsDNA
Escherichia phage fp01,dsDNA
Escherichia phage Gostya9,dsDNA
Escherichia phage H8,dsDNA
Escherichia phage vB_EcoS_HdH2,dsDNA
Salmonella phage L6jm,dsDNA
Escherichia phage phiLLS,dsDNA
Escherichia phage vB_Eco_mar004NP2,dsDNA
Phage NBEco001,dsDNA
Phage NBEco002,dsDNA
Phage NBSal003,dsDNA
Phage NBSal005,dsDNA
Salmonella phage NR01,dsDNA
Salmonella phage oldekolle,dsDNA
Escherichia phage OSYSP,dsDNA
Salmonella phage S131,dsDNA
Salmonella phage SE11,dsDNA
Salmonella phage Shivani,dsDNA
Shigella phage SHSML-45,dsDNA
Escherichia phage slur09,dsDNA
Salmonella phage SP01,dsDNA
Escherichia phage SP15,dsDNA
Salmonella phage SP3,dsDNA
Salmonella phage SPC35,dsDNA
Shigella phage SSP1,dsDNA
Escherichia phage T5,dsDNA
Salmonella phage Th1,dsDNA
Escherichia phage VEc33,dsDNA
Salmonella phage VSe12,dsDNA
Pectobacterium phage DU_PP_V,dsDNA
Pectobacterium phage My1,dsDNA
Proteus phage PM135,dsDNA
Proteus phage Stubb,dsDNA
Vibrio phage vB_VpS_PG07,dsDNA
Vibrio phage VspSw_1,dsDNA
Providencia phage vB_PreS_PR1,dsDNA
Providencia phage PSTCR5,dsDNA
Aeromonas phage AhSzq-1,dsDNA
Aeromonas phage AhSzw-1,dsDNA
Klebsiella phage vB_Kpn_IME260,dsDNA
Klebsiella phage Sugarland,dsDNA
Escherichia phage vB_EcoS_IME542,dsDNA
Escherichia phage vB_EcoS_ACG-M12,dsDNA
Escherichia phage vB_Ecos_CEB_EC3a,dsDNA
Escherichia phage DTL,dsDNA
Escherichia phage vB_EcoS-IME253,dsDNA
Escherichia phage Rtp,dsDNA
Escherichia phage vB_EcoS-12210I,dsDNA
Shigella phage Sf12,dsDNA
Escherichia phage phiEB49,dsDNA
Escherichia phage vB_EcoS_AHP42,dsDNA
Escherichia phage vB_EcoS_AHS24,dsDNA
Escherichia phage vB_EcoS_AKS96,dsDNA
Escherichia phage C119,dsDNA
Escherichia phage e4/1c,dsDNA
Escherichia phage JK06,dsDNA
Enterobacteria phage phiJLA23,dsDNA
Escherichia phage phiKP26,dsDNA
Escherichia phage Rogue1,dsDNA
Shigella phage Sd1,dsDNA
Escherichia phage vB_EcoS_PHB17,dsDNA
Escherichia phage vB_EcoS_W011D,dsDNA
Escherichia phage aalborv,dsDNA
Escherichia phage aaroes,dsDNA
Escherichia phage damhaus,dsDNA
Escherichia phage egaa,dsDNA
Escherichia phage vB_EcoS_G29-2,dsDNA
Escherichia phage grams,dsDNA
Escherichia phage haarsle,dsDNA
Escherichia phage Henu8,dsDNA
Escherichia phage herni,dsDNA
Shigella phage 2019SD1,dsDNA
Escherichia phage PGN590,dsDNA
Shigella phage pSf-1,dsDNA
Salmonella phage slyngel,dsDNA
Escherichia phage vojen,dsDNA
Escherichia phage Henu7,dsDNA
Citrobacter phage CF1 DK-2017,dsDNA
Escherichia phage LL5,dsDNA
Salmonella phage vB_ SenS_ PHB07,dsDNA
Salmonella phage phSE-2,dsDNA
Citrobacter phage Sazh,dsDNA
Salmonella phage FSL SP-126,dsDNA
Citrobacter phage Stevie,dsDNA
Escherichia phage Tls,dsDNA
Salmonella phage 36,dsDNA
Salmonella phage YSP2,dsDNA
Escherichia phage atuna,dsDNA
Shigella phage JK16,dsDNA
Escherichia phage vB_Eco_mar001J1,dsDNA
Escherichia phage SECphi27,dsDNA
Escherichia phage vB_Eco_SLUR29,dsDNA
Escherichia phage vB_Eco_swan01,dsDNA
Escherichia phage tiwna,dsDNA
Escherichia phage tonijn,dsDNA
Escherichia phage tonn,dsDNA
Escherichia phage tonnikala,dsDNA
Escherichia phage tunus,dsDNA
Escherichia phage vB_EcoS-95,dsDNA
Escherichia phage vB_EcoS_IME347,dsDNA
Escherichia phage SRT8,dsDNA
Escherichia phage ADB-2,dsDNA
Escherichia phage Eco_BIFF,dsDNA
Escherichia phage vB_EcoS-DELF2,dsDNA
Enterobacteria phage vB_EcoS_IME18,dsDNA
Shigella phage vB_SflS-ISF001,dsDNA
Shigella phage vB_SsoS-ISF002,dsDNA
Escherichia phage JMPW1,dsDNA
Escherichia phage JMPW2,dsDNA
Shigella phage pSf-2,dsDNA
Shigella phage Sfin-1,dsDNA
Shigella phage Sfin-3,dsDNA
Escherichia phage vB_EcoS_SH2,dsDNA
Shigella phage SH6,dsDNA
Shigella phage Shfl1,dsDNA
Escherichia phage T1,dsDNA
Shigella phage vB_SsoS_008,dsDNA
Enterobacter phage Ec_L1,dsDNA
Citrobacter phage HCF1,dsDNA
Vibrio phage VC1,dsDNA
Cronobacter phage CS01,dsDNA
Cronobacter phage ESP2949-1,dsDNA
Escherichia phage vB_EcoS_ESCO41,dsDNA
Pantoea phage vB_PagS_AAS23,dsDNA
Escherichia phage vB_EcoS_NBD2,dsDNA
Klebsiella phage vB_KpnS_Alina,dsDNA
Klebsiella phage vB_KpnS_Call,dsDNA
Klebsiella phage vB_KpnS_Domnhall,dsDNA
Enterobacter phage F20,dsDNA
Klebsiella phage vB_KpnS_FZ10,dsDNA
Klebsiella phage GH-K3,dsDNA
Klebsiella phage vB_KpnS_IMGroot,dsDNA
Klebsiella phage JY917,dsDNA
Klebsiella phage KL,dsDNA
Klebsiella phage KLPN1,dsDNA
Klebsiella phage vB_KpnS_15-38_KLPPOU149,dsDNA
Klebsiella phage KOX1,dsDNA
Klebsiella phage KP1801,dsDNA
Klebsiella phage KP36,dsDNA
Klebsiella phage GML-KpCol1,dsDNA
Klebsiella phage KpKT21phi1,dsDNA
Klebsiella phage PhiKpNIH-2,dsDNA
Klebsiella phage vB_KpnS_KpV522,dsDNA
Klebsiella phage MezzoGao,dsDNA
Klebsiella phage KPN N141,dsDNA
Klebsiella phage NJS1,dsDNA
Klebsiella phage PKP126,dsDNA
Klebsiella phage vB_KpnS_SegesCirculi,dsDNA
Klebsiella phage Shelby,dsDNA
Klebsiella phage Sin4,dsDNA
Klebsiella phage Skenny,dsDNA
Klebsiella phage Sushi,dsDNA
Klebsiella phage Sweeny,dsDNA
Klebsiella phage TAH8,dsDNA
Klebsiella phage TSK1,dsDNA
Klebsiella phage 13,dsDNA
Klebsiella phage 1513,dsDNA
Cellulophaga phage Ingeline_1,dsDNA
vB_FspS_laban6-1,dsDNA
Flavobacterium phage 1H,dsDNA
Flavobacterium phage 23T,dsDNA
Flavobacterium phage 2A,dsDNA
Flavobacterium phage 6H,dsDNA
Methanocaldococcus fervens tailed virus 1,dsDNA
Polaribacter phage Danklef_1,dsDNA
Polaribacter phage Freya_1,dsDNA
Pseudomonas phage 119X,dsDNA
Pseudomonas phage PaMx41,dsDNA
Cronobacter phage A24,dsDNA
Cronobacter phage vB_CsaP_GAP52,dsDNA
Vibrio phage Vp_R1,dsDNA
Aeromonas phage BUCT695,dsDNA
Salmonella phage 7-11,dsDNA
Salmonella phage SE131,dsDNA
Proteus phage 3H10_20,dsDNA
Proteus phage Vb_PmiP-P59,dsDNA
Proteus phage Privateer,dsDNA
Cronobacter phage vB_CsaP_009,dsDNA
Clostridium phage CpV1,dsDNA
Clostridium phage CPD2,dsDNA
Clostridium phage CPS1,dsDNA
Clostridium phage phi24R,dsDNA
Clostridium phage phiCP7R,dsDNA
Clostridium phage CPS2,dsDNA
Clostridium phage phiCPV4,dsDNA
Clostridium phage phiZP2,dsDNA
Clostridium phage LPCPA6,dsDNA
Clostridium phage susfortuna,dsDNA
Polaribacter phage Leef_1,dsDNA
Bacillus phage phiAGATE,dsDNA
Bacillus phage Bobb,dsDNA
Bacillus phage Bp8p-C,dsDNA
Bacillus phage Bp8p-T,dsDNA
Bacillus phage Bastille,dsDNA
Bacillus phage CAM003,dsDNA
Bacillus phage Evoli,dsDNA
Bacillus phage Hoody T,dsDNA
Bacillus phage AvesoBmore,dsDNA
Bacillus phage B4,dsDNA
Bacillus phage B5S,dsDNA
Bacillus phage BigBertha,dsDNA
Bacillus phage Riley,dsDNA
Bacillus phage Spock,dsDNA
Bacillus phage Troll,dsDNA
Bacillus phage vB_BceM_Bc431v3,dsDNA
Bacillus phage Bcp1,dsDNA
Bacillus phage BCP8-2,dsDNA
Bacillus phage BM15,dsDNA
Bacillus phage Deep Blue,dsDNA
Bacillus phage JBP901,dsDNA
Bacillus phage Eldridge,dsDNA
Bacillus phage vB_BmeM-Goe8,dsDNA
Bacillus phage vB_BsuM-Goe3,dsDNA
Bacillus phage BSP38,dsDNA
Bacillus phage Mater,dsDNA
Bacillus phage Moonbeam,dsDNA
Bacillus phage Grass,dsDNA
Bacillus phage phiNIT1,dsDNA
Bacillus phage SPG24,dsDNA
Bacillus phage Shbh1,dsDNA
Bacillus phage SIOphi,dsDNA
Bacillus phage BCP78,dsDNA
Bacillus phage BCU4,dsDNA
Bacillus phage TsarBomba,dsDNA
Bacillus phage BPS10C,dsDNA
Bacillus phage BPS13,dsDNA
Bacillus phage Hakuna,dsDNA
Bacillus phage Megatron,dsDNA
Bacillus phage Eyuki,dsDNA
Bacillus phage W.Ph.,dsDNA
Enterococcus phage ECP3,dsDNA
Enterococcus phage EF24C,dsDNA
Enterococcus phage phiEF24C-P2,dsDNA
Enterococcus phage EFLK1,dsDNA
Enterococcus phage EFDG1,dsDNA
Enterococcus phage EFP01,dsDNA
Enterococcus phage EfV12-phi1,dsDNA
Listeria phage A511,dsDNA
Listeria phage vB_LmoM_AG20,dsDNA
Listeria phage List-36,dsDNA
Listeria phage LMSP-25,dsDNA
Listeria phage LMTA-57,dsDNA
Listeria phage LMTA-94,dsDNA
Listeria phage LMTA-148,dsDNA
Listeria phage LMTA-34,dsDNA
Listeria phage LP-048,dsDNA
Listeria phage LP-064,dsDNA
Listeria phage LP-124,dsDNA
Listeria phage LP-083-2,dsDNA
Listeria phage LP-125,dsDNA
Listeria phage P100,dsDNA
Listeria phage WIL-1,dsDNA
Bacillus phage CampHawk,dsDNA
Bacillus phage SPO1,dsDNA
Bacillus phage CP-51,dsDNA
Bacillus phage JL,dsDNA
Bacillus phage Shanette,dsDNA
Staphylococcus phage phiSA_BS1,dsDNA
Staphylococcus phage phiSA_BS2,dsDNA
Staphylococcus phage G1,dsDNA
Staphylococcus phage 676Z,dsDNA
Staphylococcus phage A3R,dsDNA
Staphylococcus phage A5W,dsDNA
Staphylococcus phage Fi200W,dsDNA
Staphylococcus phage IME-SA1,dsDNA
Staphylococcus phage IME-SA118,dsDNA
Staphylococcus phage IME-SA119,dsDNA
Staphylococcus phage IME-SA2,dsDNA
Staphylococcus phage ISP,dsDNA
Staphylococcus phage MSA6,dsDNA
Staphylococcus phage P4W,dsDNA
Staphylococcus phage SA5,dsDNA
Staphylococcus phage Staph1N,dsDNA
Staphylococcus phage Team1,dsDNA
Staphylococcus phage G15,dsDNA
Staphylococcus phage JD007,dsDNA
Staphylococcus phage K,dsDNA
Staphylococcus phage MCE-2014,dsDNA
Staphylococcus phage P108,dsDNA
Staphylococcus phage phiIPLA-RODI,dsDNA
Staphylococcus phage S25-3,dsDNA
Staphylococcus phage S25-4,dsDNA
Staphylococcus phage phiSA12,dsDNA
Staphylococcus phage Sb-1,dsDNA
Staphylococcus phage vB_SscM-1,dsDNA
Staphylococcus phage vB_SepM_ phiIPLA-C1C,dsDNA
Staphylococcus phage phiIBB-SEP1,dsDNA
Staphylococcus phage vB_SauM_Remus,dsDNA
Staphylococcus phage vB_SauM_Romulus,dsDNA
Staphylococcus phage SA11,dsDNA
Staphylococcus phage Stau2,dsDNA
Staphylococcus phage Twort,dsDNA
Lactobacillus phage LpeD,dsDNA
Lactobacillus phage Bacchae,dsDNA
Lactobacillus phage Bromius,dsDNA
Lactobacillus phage Iacchus,dsDNA
Lactobacillus phage Lpa804,dsDNA
Lactobacillus phage Semele,dsDNA
Lactobacillus phage LfeInf,dsDNA
Brochothrix phage A9,dsDNA
Lactobacillus phage Lb338-1,dsDNA
Lactobacillus phage LP65,dsDNA
Lactobacillus phage SAC12B,dsDNA
Lactobacillus phage 521B,dsDNA
Lactobacillus phage 3-521,dsDNA
Rhizobium phage RHph_TM30,dsDNA
Rhizobium phage RHph_Y65,dsDNA
Synechococcus phage S-MbCM100,dsDNA
Synechococcus phage S-ShM2,dsDNA
Synechococcus phage S-CAM22,dsDNA
Synechococcus phage S-CAM1,dsDNA
Synechococcus phage ACG-2014f_Syn7803C7,dsDNA
Synechococcus phage ACG-2014f_Syn7803US26,dsDNA
Synechococcus phage ACG-2014f_Syn7803C8,dsDNA
Synechococcus phage Bellamy,dsDNA
Cyanophage S-RIM32,dsDNA
Cyanophage S-RIM12 isolate RW_01_0310,dsDNA
Cyanophage S-RIM12 isolate RW_06_0310,dsDNA
Prochlorococcus phage Syn33,dsDNA
Synechococcus phage ACG-2014e,dsDNA
