Organism_Name,Family,Genome.composition
Agaricus bisporus endornavirus 1,Endornaviridae,dsRNA
Cyclophragma undans nucleopolyhedrovirus,Baculoviridae,dsDNA
Physostegia chlorotic mottle virus,Rhabdoviridae,ssRNA(-)
Rat parvovirus 2,Parvoviridae,ssDNA(+/-)
Croton golden mosaic virus,Geminiviridae,ssDNA(+/-)
Rhizoctonia solani endornavirus 2,Endornaviridae,dsRNA
Sawgrass virus,Rhabdoviridae,ssRNA(-)
Harrison Dam virus,Rhabdoviridae,ssRNA(-)
Seal parvovirus,Parvoviridae,ssDNA(+/-)
New Minto virus,Rhabdoviridae,ssRNA(-)
Kwatta virus,Rhabdoviridae,ssRNA(-)
Spodoptera exempta nucleopolyhedrovirus,Baculoviridae,dsDNA
Maize yellow striate virus,Rhabdoviridae,ssRNA(-)
Hyposidra talaca NPV,Baculoviridae,dsDNA
Lates calcarifer birnavirus,Birnaviridae,dsRNA
Lentinula edodes negative-strand RNA virus 2,Phenuiviridae,RNA
Maize-associated pteridovirus,Mayoviridae,ssRNA(+)
Veterinary Pathology Zurich virus 1,Arenaviridae,ssRNA(+/-)
Old schoolhouse virus 1,Arenaviridae,ssRNA(+/-)
Dante Muikkunen virus 1,Arenaviridae,ssRNA(+/-)
Xapuri virus,Arenaviridae,ssRNA(+/-)
Viola virus,Phenuiviridae,ssRNA(+/-)
Entoleuca phenui-like virus 1,Phenuiviridae,RNA
Norway phlebovirus 1,Phenuiviridae,RNA
Blacklegged tick phlebovirus 3,Phenuiviridae,RNA
Groundnut chlorotic fan-spot virus,Tospoviridae,ssRNA(+/-)
Yongjia Tick Virus 1,Phenuiviridae,RNA
Tacheng Tick Virus 2,Phenuiviridae,RNA
Lihan tick virus,Phenuiviridae,RNA
Icoaraci virus,Phenuiviridae,ssRNA(+/-)
Karimabad virus,Phenuiviridae,ssRNA(+/-)
Massilia virus,Phenuiviridae,ssRNA(+/-)
Tomato yellow ring virus,Tospoviridae,ssRNA(+/-)
Caimito virus,Peribunyaviridae,ssRNA(-)
Ntepes virus,Phenuiviridae,ssRNA(+/-)
Tres Almendras virus,Phenuiviridae,ssRNA(+/-)
Mona Grita virus,Phenuiviridae,ssRNA(+/-)
Baboon cytomegalovirus OCOM4-37,Orthoherpesviridae,dsDNA
La Gloria virus,Phenuiviridae,ssRNA(+/-)
Anopheles triannulatus orthophasmavirus,Phasmaviridae,ssRNA(-)
Apple rubbery wood virus 1,Phenuiviridae,RNA
Buenaventura virus,Phenuiviridae,ssRNA(+/-)
Tehran virus,Phenuiviridae,ssRNA(+/-)
Medjerda Valley virus,Phenuiviridae,ssRNA(+/-)
Dashli virus,Phenuiviridae,ssRNA(+/-)
Brno virus,Hantaviridae,ssRNA(-)
Alcube virus,Phenuiviridae,ssRNA(+/-)
Silverwater virus,Phenuiviridae,RNA
Rukutama virus,Phenuiviridae,RNA
Gordil virus,Phenuiviridae,ssRNA(+/-)
Salanga virus,Phenuiviridae,ssRNA(+/-)
Odrenisrou virus,Phenuiviridae,ssRNA(+/-)
Zaliv Terpeniya virus,Phenuiviridae,RNA
Murre virus,Phenuiviridae,RNA
Ixcanal virus,Phenuiviridae,ssRNA(+/-)
Durania virus,Phenuiviridae,ssRNA(+/-)
Maldonado virus,Phenuiviridae,ssRNA(+/-)
Echarate virus,Phenuiviridae,ssRNA(+/-)
Precarious point virus,Phenuiviridae,RNA
Grand Arbaud virus,Phenuiviridae,RNA
Alenquer virus,Phenuiviridae,ssRNA(+/-)
Chagres virus,Phenuiviridae,ssRNA(+/-)
Cacao virus,Phenuiviridae,ssRNA(+/-)
Itaporanga virus,Phenuiviridae,ssRNA(+/-)
Gabek Forest virus,Phenuiviridae,ssRNA(+/-)
Turuna virus,Phenuiviridae,ssRNA(+/-)
Nique virus,Phenuiviridae,ssRNA(+/-)
Rio Grande virus,Phenuiviridae,ssRNA(+/-)
Itaituba virus,Phenuiviridae,ssRNA(+/-)
Oriximina virus,Phenuiviridae,ssRNA(+/-)
Punique virus,Phenuiviridae,ssRNA(+/-)
Alstroemeria necrotic streak virus,Tospoviridae,ssRNA(+/-)
Salehabad virus,Phenuiviridae,ssRNA(+/-)
Penicillium brevicompactum tetramycovirus 1,Polymycoviridae,RNA
Magnaporthe oryzae polymycovirus 1,Polymycoviridae,RNA
Fusarium redolens polymycovirus 1,Polymycoviridae,RNA
Rotavirus J,Sedoreoviridae,dsRNA
Tarumizu tick virus,Spinareoviridae,dsRNA
Kundal virus,Spinareoviridae,dsRNA
Schefflera ringspot virus,Caulimoviridae,dsDNA-RT
Pineapple bacilliform ER virus,Caulimoviridae,dsDNA-RT
Aglaonema bacilliform virus,Caulimoviridae,dsDNA-RT
Porcine lymphotropic herpesvirus 3,Orthoherpesviridae,dsDNA
Wood mouse herpesvirus,Orthoherpesviridae,dsDNA
Saguinine gammaherpesvirus 1,Orthoherpesviridae,dsDNA
Orthopoxvirus Abatino,Poxviridae,dsDNA
Akhmeta virus,Poxviridae,dsDNA
Eastern grey kangaroopox virus,Poxviridae,dsDNA
Western grey kangaroopox virus,Poxviridae,dsDNA
Shuangao chryso-like virus 1,Chrysoviridae,dsRNA
Fusarium graminearum dsRNA mycovirus 2,Chrysoviridae,dsRNA
Estero Real virus,Nairoviridae,ssRNA(-)
Culex phasma-like virus,Phasmaviridae,ssRNA(-)
Maguari virus,Peribunyaviridae,ssRNA(-)
Citrus chlorotic spot virus,Rhabdoviridae,ssRNA(-)
Tahyna virus,Peribunyaviridae,ssRNA(-)
Leptomonas moramango leishbunyavirus,Leishbuviridae,ssRNA(-)
Anadyr virus,Peribunyaviridae,ssRNA(-)
Snowshoe hare virus,Peribunyaviridae,ssRNA(-)
Trivittatus virus,Peribunyaviridae,ssRNA(-)
Sanxia Water Strider Virus 2,Phasmaviridae,ssRNA(-)
Tapirape virus,Peribunyaviridae,ssRNA(-)
Facey's Paddock virus,Peribunyaviridae,ssRNA(-)
Macaua virus,Peribunyaviridae,ssRNA(-)
Soybean vein necrosis virus,Tospoviridae,ssRNA(+/-)
Air potato virus 1,Closteroviridae,ssRNA(+)
Wenling thamnaconus septentrionalis filovirus,Filoviridae,ssRNA(-)
Wenling frogfish filovirus,Filoviridae,ssRNA(-)
Wenling hagfish virus,Hantaviridae,ssRNA(-)
Wenling red spikefish hantavirus,Hantaviridae,ssRNA(-)
Wenling yellow goosefish hantavirus,Hantaviridae,ssRNA(-)
Wenling minipizza batfish hantavirus,Hantaviridae,ssRNA(-)
Hainan oriental leaf-toed gecko hantavirus,Hantaviridae,ssRNA(-)
Wuhan sharpbelly bornavirus,Bornaviridae,ssRNA(-)
Pohorje myodes paramyxovirus 1,Paramyxoviridae,ssRNA(-)
bank vole virus 1,Paramyxoviridae,ssRNA(-)
Beluga whale alphaherpesvirus 1,Orthoherpesviridae,dsDNA
Shrimp hemocyte iridescent virus,Iridoviridae,dsDNA
Sorex minutus polyomavirus 1,Polyomaviridae,dsDNA
Sorex coronatus polyomavirus 1,Polyomaviridae,dsDNA
Sorex araneus polyomavirus 1,Polyomaviridae,dsDNA
Aimelvirus 1,Picornaviridae,ssRNA(+)
Rabovirus D1,Picornaviridae,ssRNA(+)
Swine picornavirus Japan,Picornaviridae,ssRNA(+)
Tomato mosaic Trujillo virus,Geminiviridae,ssDNA(+/-)
Rabovirus B1,Picornaviridae,ssRNA(+)
Rodent associated circovirus 2,Circoviridae,ssDNA(+/-)
Rodent associated circovirus 3,Circoviridae,ssDNA(+/-)
Rodent associated circovirus 6,Circoviridae,ssDNA(+/-)
Rodent associated circovirus 1,Circoviridae,ssDNA(+/-)
Rodent associated circovirus 4,Circoviridae,ssDNA(+/-)
Rodent associated cyclovirus 1,Circoviridae,ssDNA(+/-)
Rodent associated circovirus 5,Circoviridae,ssDNA(+/-)
Rodent associated cyclovirus 2,Circoviridae,ssDNA(+/-)
Tigray virus,Hantaviridae,ssRNA(-)
Pepper yellow leaf curl virus PSSWS-14,Geminiviridae,ssDNA(+/-)
Sclerotinia sclerotiorum ourmia-like virus 2,Botourmiaviridae,ssRNA(+)
Sclerotinia sclerotiorum ourmia-like virus 1,Botourmiaviridae,ssRNA(+)
Rhizoctonia solani ourmia-like virus 1,Botourmiaviridae,ssRNA(+)
Lymphocryptovirus Macaca/pfe-lcl-E3,Orthoherpesviridae,dsDNA
Macaca nemestrina rhadinovirus 2,Orthoherpesviridae,dsDNA
Tomato severe leaf curl Kalakada virus,Geminiviridae,ssDNA(+/-)
Harp seal herpesvirus,Orthoherpesviridae,dsDNA
Lepeophtheirus salmonis rhabdovirus 127,Rhabdoviridae,ssRNA(-)
Lepeophtheirus salmonis rhabdovirus 9,Rhabdoviridae,ssRNA(-)
Chilli leaf curl Gonda virus,Geminiviridae,ssDNA(+/-)
Retroperitoneal fibromatosis-associated herpesvirus,Orthoherpesviridae,dsDNA
Tomato leaf curl Karnataka virus 3,Geminiviridae,ssDNA(+/-)
Tomato leaf curl Karnataka virus 2,Geminiviridae,ssDNA(+/-)
Blechum yellow vein virus,Geminiviridae,ssDNA(+/-)
Chilli leaf curl Sri Lanka virus,Geminiviridae,ssDNA(+/-)
Cynomolgus macaque cytomegalovirus strain Ottawa,Orthoherpesviridae,dsDNA
Chilli leaf curl virus-[Bhavanisagar:India:2010],Geminiviridae,ssDNA(+/-)
Pepper vein yellows virus 2,Solemoviridae,ssRNA(+)
African cassava mosaic Burkina Faso virus,Geminiviridae,ssDNA(+/-)
Tomato leaf curl New Delhi virus 5,Geminiviridae,ssDNA(+/-)
Macaca fuscata rhadinovirus,Orthoherpesviridae,dsDNA
Chaetoceros species RNA virus 02,Marnaviridae,ssRNA(+)
Honeysuckle yellow vein mosaic virus-[Japan:Miyazaki:2001],Geminiviridae,ssDNA(+/-)
Tick associated circovirus 2,Circoviridae,ssDNA(+/-)
Bat associated circovirus 11,Circoviridae,ssDNA(+/-)
Bamboo rat circovirus,Circoviridae,ssDNA(+/-)
Tellina virus 2,Birnaviridae,dsRNA
California encephalitis virus,Peribunyaviridae,ssRNA(-)
Sulfolobus polyhedral virus 2,Portogloboviridae,dsDNA
Hubei rhabdo-like virus 5,Artoviridae,ssRNA(-)
Hubei rhabdo-like virus 6,Artoviridae,ssRNA(-)
Hubei rhabdo-like virus 8,Artoviridae,ssRNA(-)
Bolahun virus variant 2,Xinmoviridae,ssRNA(-)
Shuangao Fly Virus 2,Xinmoviridae,ssRNA(-)
Cardiochiles nigriceps bracovirus,Polydnaviriformidae,dsDNA
Poecivirus BCCH-449,Picornaviridae,ssRNA(+)
Freesia sneak ophiovirus,Aspiviridae,ssRNA(-)
Adonis mosaic virus,Tombusviridae,ssRNA(+)
Escherichia phage YUEEL01,Straboviridae,dsDNA
Vibrio phage 1.080.O._10N.286.48.A4,Autolykiviridae,dsDNA
Vibrio phage 1.020.O._10N.222.48.A2,Autolykiviridae,dsDNA
Vibrio phage 1.008.O._10N.286.54.E5,Autolykiviridae,dsDNA
Vibrio phage 1.044.O._10N.261.51.B8,Autolykiviridae,dsDNA
Vibrio phage 1.249.A._10N.261.55.B9,Autolykiviridae,dsDNA
Rhodococcus phage Toil,Tectiviridae,dsDNA
Streptomyces phage WheeHeim,Tectiviridae,dsDNA
Streptomyces phage Forthebois,Tectiviridae,dsDNA
Leviviridae sp.,Fiersviridae,ssRNA(+)
Leviviridae sp.,Fiersviridae,ssRNA(+)
LeviOr01 phage,Fiersviridae,ssRNA(+)
Xanthomonas phage Xf409,Inoviridae,ssDNA(+)
Ralstonia phage RS611,Inoviridae,ssDNA(+)
Ralstonia phage RSS-TH1,Inoviridae,ssDNA(+)
Ralstonia phage RSIBR3,Inoviridae,ssDNA(+)
Vibrio phage ND1-fs1,Inoviridae,ssDNA(+)
Lactococcus phage PLgW-1,,dsDNA
Staphylococcus phage phiSa2wa_st121mssa,,dsDNA
Staphylococcus phage phiSa2wa_st78,,dsDNA
Staphylococcus phage phiSa2wa_st30,,dsDNA
Staphylococcus phage phiSa2wa_st5,,dsDNA
Staphylococcus phage phiSa2wa_st1,,dsDNA
Staphylococcus phage SAP11,,dsDNA
Staphylococcus phage SA137ruMSSAST121PVL,,dsDNA
Staphylococcus phage P240,,dsDNA
Staphylococcus phage LH1,,dsDNA
Staphylococcus phage vB_SauS_JS02,,dsDNA
Staphylococcus phage vB_SauS_fPfSau02,,dsDNA
Staphylococcus phage SH-St 15644,,dsDNA
Leuconostoc phage phiMH1,,dsDNA
Staphylococcus phage IME1348_01,,dsDNA
Fusobacterium phage Fnu1,,dsDNA
Arthrobacter phage Wheelbite,,dsDNA
Arthrobacter phage Salgado,,dsDNA
Arthrobacter phage LiSara,,dsDNA
Paenibacillus phage Unity,,dsDNA
Paenibacillus phage Scottie,,dsDNA
Paenibacillus phage Halcyone,,dsDNA
Paenibacillus phage C7Cdelta,,dsDNA
Lactococcus phage CHPC971,,dsDNA
Ralstonia phage Dina,,dsDNA
Staphylococcus phage vB_SpsM_WIS42,,dsDNA
Staphylococcus phage SpT152,,dsDNA
Staphylococcus phage SP276,,dsDNA
Staphylococcus phage SP197,,dsDNA
Staphylococcus phage SP120,,dsDNA
Staphylococcus phage SN8,,dsDNA
Staphylococcus phage phiSP44-1,,dsDNA
Lactococcus phage PC_S1,,dsDNA
Lactococcus phage PC_B1,,dsDNA
Lactococcus phage vB_LacS_15,,dsDNA
Lactococcus phage CHPC1242,,dsDNA
Lactococcus phage CHPC1183,,dsDNA
Lactococcus phage CHPC1182,,dsDNA
Lactococcus phage CHPC1170,,dsDNA
Lactococcus phage CHPC1020,,dsDNA
Lactococcus phage CHPC972,,dsDNA
Lactococcus phage CHPC967,,dsDNA
Lactococcus phage CHPC966,,dsDNA
Lactococcus phage CHPC122,,dsDNA
Lactococcus phage CHPC116,,dsDNA
Lactococcus phage vB_Llc_bIBB94p4,,dsDNA
Lactococcus phage vB_Llc_bIBBp6/4,,dsDNA
Lactococcus phage vB_Llc_bIBB12,,dsDNA
Lactococcus phage vB_Llc_bIBBE1,,dsDNA
Lactococcus phage vB_Llc_bIBBAm4,,dsDNA
Lactococcus phage vB_Llc_bIBBA3,,dsDNA
Lactococcus phage vB_LLc_bIBB14,,dsDNA
Lactococcus phage 62606,,dsDNA
Lactococcus phage 62403,,dsDNA
Lactococcus phage 62402,,dsDNA
Lactococcus phage 5171F,,dsDNA
Lactococcus phage 50504,,dsDNA
Lactococcus phage 50102,,dsDNA
Lactococcus phage 37203,,dsDNA
Lactococcus phage 20R03M,,dsDNA
Lactococcus phage 05802,,dsDNA
Brevibacterium phage AGM1,,dsDNA
Leuconostoc phage Ln-7,,dsDNA
Leuconostoc phage P965,,dsDNA
Leuconostoc phage LDG,,dsDNA
Paenibacillus phage Wanderer,,dsDNA
Paenibacillus phage Dragolir,,dsDNA
Staphylococcus phage UPMK_2,,dsDNA
Staphylococcus phage Sebago,,dsDNA
Staphylococcus phage vB_SauS-SAP27,,dsDNA
Staphylococcus phage Henu2,,dsDNA
Staphylococcus virus B122,,dsDNA
Staphylococcus phage TEM126,,dsDNA
Staphylococcus phage SP5,,dsDNA
Staphylococcus phage SAP33,,dsDNA
Staphylococcus phage SA75,,dsDNA
Staphylococcus phage HSA84,,dsDNA
Staphylococcus virus Baq_Sau1,,dsDNA
Achromobacter phage vB_AxyP_19-32_Axy11,Schitoviridae,dsDNA
Achromobacter phage vB_AxyP_19-32_Axy10,Schitoviridae,dsDNA
Pseudomonas phage inbricus,Schitoviridae,dsDNA
Achromobacter phage vB_AxyP_19-32_Axy24,Schitoviridae,dsDNA
Achromobacter phage vB_AxyP_19-32_Axy12,Schitoviridae,dsDNA
Achromobacter phage vB_AxyP_19-32_Axy04,Schitoviridae,dsDNA
Klebsiella phage SopranoGao,,dsDNA
Klebsiella phage LASTA,,dsDNA
Ralstonia phage GP4,,dsDNA
Ralstonia phage Gervaise,,dsDNA
Ralstonia phage Claudette,,dsDNA
Ralstonia phage Firinga,,dsDNA
Ralstonia phage Heva,,dsDNA
Ralstonia phage Gerry,,dsDNA
Ralstonia phage Gamede,,dsDNA
Ralstonia phage Eline,,dsDNA
Ralstonia phage Cimandef,,dsDNA
Ralstonia phage Raharianne,,dsDNA
Natrialba phage PhiCh1,Vertoviridae,dsDNA
Halobacterium virus ChaoS9,Vertoviridae,dsDNA
Stenotrophomonas phage IME-SM1,,dsDNA
Ralstonia phage Simangalove,,dsDNA
Yersinia phage vB_YepM_ZN18,Straboviridae,dsDNA
Yersinia phage PYPS2T,Straboviridae,dsDNA
Shigella phage SH7,Straboviridae,dsDNA
Shigella phage Sf23,Straboviridae,dsDNA
Shigella phage JK45,Straboviridae,dsDNA
Shigella phage CM8,Straboviridae,dsDNA
Serratia phage PhiZZ30,Straboviridae,dsDNA
Salmonella phage pSe_SNUABM_01,Straboviridae,dsDNA
Salmonella phage SG1,Straboviridae,dsDNA
Escherichia phage teqskov,Straboviridae,dsDNA
Escherichia phage teqhad,Straboviridae,dsDNA
Escherichia phage teqdroes,Straboviridae,dsDNA
Escherichia phage T2,Straboviridae,dsDNA
Escherichia phage PP01,Straboviridae,dsDNA
Escherichia phage PE37,Straboviridae,dsDNA
Escherichia phage vB_vPM_PD112,Straboviridae,dsDNA
Escherichia phage vB_EcoM_Ozark,Straboviridae,dsDNA
Escherichia phage vB_EcoM_OE5505,Straboviridae,dsDNA
Escherichia phage vB_EcoM_NBG2,Straboviridae,dsDNA
Escherichia phage vB_EcoM_Lutter,Straboviridae,dsDNA
Escherichia phage KIT03,Straboviridae,dsDNA
Escherichia phage vB_EcoM_KAW1E185,Straboviridae,dsDNA
Escherichia phage vB_EcoM_IME537,Straboviridae,dsDNA
Escherichia phage vB_EcoM_G9062,Straboviridae,dsDNA
Escherichia phage vB_EcoM_G4507,Straboviridae,dsDNA
Escherichia phage vB_EcoM_G4498,Straboviridae,dsDNA
Escherichia phage vB_EcoM_G50,Straboviridae,dsDNA
Escherichia phage vB_EcoM-G28,Straboviridae,dsDNA
Escherichia phage vB_EcoM_G8,Straboviridae,dsDNA
Escherichia phage vB_EcoM-fFiEco06,Straboviridae,dsDNA
Escherichia phage F2,Straboviridae,dsDNA
Escherichia phage vB_EcoM_F1,Straboviridae,dsDNA
Escherichia phage ECO4,Straboviridae,dsDNA
Escherichia phage EcNP1,Straboviridae,dsDNA
Citrobacter phage vB_CroM_CrRp10,Straboviridae,dsDNA
Escherichia phage EC121,Straboviridae,dsDNA
Escherichia phage vB_EcoM_DalCa,Straboviridae,dsDNA
Enterobacteria phage T6,Straboviridae,dsDNA
Enterobacteria phage RB18,Straboviridae,dsDNA
Enterobacteria phage Kha5h,Straboviridae,dsDNA
Enterobacteria phage vB_EcoM_IME340,Straboviridae,dsDNA
Enterobacteria phage GiZh,Straboviridae,dsDNA
Enterobacteria phage Aplg8,Straboviridae,dsDNA
Citrobacter phage PhiZZ23,Straboviridae,dsDNA
Citrobacter phage PhiZZ6,Straboviridae,dsDNA
Vibrio virus 2019VC1,Drexlerviridae,dsDNA
Citrobacter virus HCF1,Drexlerviridae,dsDNA
Escherichia phage tiwna,Drexlerviridae,dsDNA
Escherichia phage Henu7,Drexlerviridae,dsDNA
Escherichia phage vB_EcoS_W011D,Drexlerviridae,dsDNA
Escherichia phage vB_EcoS_PHB17,Drexlerviridae,dsDNA
Ralstonia phage Anchaing,Autographiviridae,dsDNA
Pseudomonas phage vB_PsyP_3MF5,Autographiviridae,dsDNA
Mycobacterium phage Phaded,,dsDNA
Mycobacterium phage IronMan,,dsDNA
Mycobacterium phage Malec,,dsDNA
Mycobacterium phage JoshKayV,,dsDNA
Mycobacterium phage Heffalump,,dsDNA
Mycobacterium phage Georgie2,,dsDNA
Mycobacterium phage Fameo,,dsDNA
Mycobacterium phage Centaur,,dsDNA
Mycobacterium phage Bugsy,,dsDNA
Mycobacterium phage Benvolio,,dsDNA
Mycobacterium phage Anselm,,dsDNA
Mycobacterium phage Cindaradix,,dsDNA
Mycobacterium phage Mundrea,,dsDNA
Mycobacterium phage Miramae,,dsDNA
Mycobacterium phage Noelle,,dsDNA
Mycobacterium phage ICleared,,dsDNA
Mycobacterium phage Camperdownii,,dsDNA
Mycobacterium phage Wizard007,,dsDNA
Mycobacterium phage Cintron,,dsDNA
Mycobacterium phage LeoAvram,,dsDNA
Mycobacterium phage Cerulean,,dsDNA
Mycobacterium phage Stasia,,dsDNA
Mycobacterium phage Kimona,,dsDNA
Mycobacterium phage PP,,dsDNA
Mycobacterium phage MyraDee,,dsDNA
Mycobacterium phage Anthony,,dsDNA
Mycobacterium phage DroogsArmy,,dsDNA
Mycobacterium phage SWU2,,dsDNA
Mycobacterium phage Steamy,,dsDNA
Mycobacterium phage Refuge,,dsDNA
Mycobacterium phage DarthPhader,,dsDNA
Mycobacterium phage Pharaoh,,dsDNA
Mycobacterium phage Yecey3,,dsDNA
Mycobacterium phage Koko,,dsDNA
Mycobacterium phage Priamo,,dsDNA
Mycobacterium phage JewelBug,,dsDNA
Mycobacterium phage Blinn1,,dsDNA
Mycobacterium phage Archetta,,dsDNA
Mycobacterium phage Bluefalcon,,dsDNA
Mycobacterium phage Zolita,,dsDNA
Mycobacterium phage Scorpia,,dsDNA
Mycobacterium phage Naca,,dsDNA
Mycobacterium phage Pistachio,,dsDNA
Mycobacterium phage BabyRay,,dsDNA
Mycobacterium phage MA5,,dsDNA
Mycobacterium phage Veracruz,,dsDNA
Mycobacterium phage Phrappuccino,,dsDNA
Gordonia phage Stormageddon,,dsDNA
Gordonia phage Skog,,dsDNA
Rhodococcus phage Finch,,dsDNA
Gordonia phage Pupper,,dsDNA
Mycobacterium phage Sauce,,dsDNA
Mycobacterium phage Quasimodo,,dsDNA
Mycobacterium phage QBert,,dsDNA
Mycobacterium phage NoodleTree,,dsDNA
Mycobacterium phage Mangeria,,dsDNA
Mycobacterium phage CharlieB,,dsDNA
Mycobacterium phage Cane17,,dsDNA
Mycobacterium phage Bigswole,,dsDNA
Mycobacterium phage Phabba,,dsDNA
Streptomyces phage Lorelei,,dsDNA
Streptomyces phage Goby,,dsDNA
Streptomyces phage Werner,,dsDNA
Streptomyces phage Yasdnil,,dsDNA
Streptomyces phage Alsaber,,dsDNA
Streptomyces phage Sitrop,,dsDNA
Streptomyces phage Saftant,,dsDNA
Streptomyces phage Joe,,dsDNA
Streptomyces phage Endor2,,dsDNA
Streptomyces phage Endor1,,dsDNA
Streptomyces phage Paedore,,dsDNA
Streptomyces phage Thestral,,dsDNA
Streptomyces phage Alvy,,dsDNA
Streptomyces phage Daudau,,dsDNA
Streptomyces phage Issmi,,dsDNA
Streptomyces phage Caelum,,dsDNA
Streptomyces phage Tefunt,,dsDNA
Streptomyces phage Amethyst,,dsDNA
Streptomyces phage Diane,,dsDNA
Streptomyces phage Omar,,dsDNA
Streptomyces phage Hank144,,dsDNA
Streptomyces phage Janus,,dsDNA
Streptomyces phage Spernnie,,dsDNA
Streptomyces phage Sentinel,,dsDNA
Streptomyces phage Salutena,,dsDNA
Streptomyces phage Yosif,,dsDNA
Streptomyces phage Celia,,dsDNA
Klebsiella phage vB_KpnS_ZX4,,dsDNA
Klebsiella virus KpV2811,,dsDNA
Klebsiella phage YX3973,,dsDNA
Escherichia phage C1,,dsDNA
Shigella phage DS8,,dsDNA
Escherichia phage vB_EcoS_swi2,,dsDNA
Salmonella phage vB_Se_STGO-35-1,,dsDNA
Salmonella phage Akira,,dsDNA
Salmonella phage VB_StyS_BS5,,dsDNA
Salmonella phage LPST10,,dsDNA
Salmonella virus VSt472,,dsDNA
Salmonella phage SeSz-2,,dsDNA
Salmonella phage Seszw_1,,dsDNA
Salmonella virus KFS-SE2,,dsDNA
Salmonella phage Segz_1,,dsDNA
Salmonella phage Skate,,dsDNA
Salmonella phage vB_SenS_SB28,,dsDNA
Escherichia phage vB_EcoS Sa179lw,,dsDNA
Shigella phage Sf11 SMD-2017,,dsDNA
Xanthomonas virus phiXaf18,,dsDNA
Xanthomonas phage KPhi1,,dsDNA
Xanthomonas phage XPV1,,dsDNA
Xanthomonas phage XPP1,,dsDNA
Mycobacterium phage Jamie19,,dsDNA
Mycobacterium phage Tapioca,,dsDNA
Mycobacterium phage Rebel,,dsDNA
Mycobacterium phage Fulbright,,dsDNA
Mycobacterium phage Andies,,dsDNA
Mycobacterium phage Kevin1,,dsDNA
Mycobacterium phage Aggie,,dsDNA
Mycobacterium phage Philonius,,dsDNA
Mycobacterium phage Raymond7,,dsDNA
Mycobacterium phage Pinnie,,dsDNA
Mycobacterium phage Lemuria,,dsDNA
Mycobacterium phage Mercurio,,dsDNA
Mycobacterium phage Antsirabe,,dsDNA
Mycobacterium phage Avocado,,dsDNA
Mycobacterium phage Grizzly,,dsDNA
Mycobacterium phage Rabbs,,dsDNA
Mycobacterium phage Taheera,,dsDNA
Mycobacterium phage Paito,,dsDNA
Gordonia phage TZGordon,,dsDNA
Gordonia phage TinaLin,,dsDNA
Gordonia phage Schmidt,,dsDNA
Gordonia phage Dardanus,,dsDNA
Gordonia phage Catfish,,dsDNA
Mycobacterium phage Weirdo19,,dsDNA
Mycobacterium phage phiT46-1,,dsDNA
Microbacterium phage Scamander,Orlajensenviridae,dsDNA
Arthrobacter phage Wawa,,dsDNA
Arthrobacter phage Urla,,dsDNA
Arthrobacter phage Sergei,,dsDNA
Arthrobacter phage Oxynfrius,,dsDNA
Arthrobacter phage Nubia,,dsDNA
Arthrobacter phage MamaPearl,,dsDNA
Arthrobacter phage Litotes,,dsDNA
Arthrobacter phage Kittykat,,dsDNA
Arthrobacter phage Huntingdon,,dsDNA
Arthrobacter phage Greenhouse,,dsDNA
Arthrobacter phage GreenHearts,,dsDNA
Arthrobacter phage Gisselle,,dsDNA
Pseudomonas phage Persinger,,dsDNA
Burkholderia phage Mica,,dsDNA
Achromobacter phage Mano,,dsDNA
Ralstonia phage phiRSP,,dsDNA
Mycobacterium phage Typha,,dsDNA
Gordonia phage Archimedes,,dsDNA
Mycobacterium phage Reindeer,Vilmaviridae,dsDNA
Mycobacterium phage MrMagoo,Vilmaviridae,dsDNA
Mycobacterium phage Estes,Vilmaviridae,dsDNA
Mycobacterium phage Aziz,Vilmaviridae,dsDNA
Mycobacterium phage Kumao,Vilmaviridae,dsDNA
Mycobacterium phage DyoEdafos,Vilmaviridae,dsDNA
Mycobacterium phage Bromden,Vilmaviridae,dsDNA
Mycobacterium phage Tourach,Vilmaviridae,dsDNA
Mycobacterium phage GuuelaD,Vilmaviridae,dsDNA
Mycobacterium phage Finemlucis,Vilmaviridae,dsDNA
Mycobacterium phage CELFI,Vilmaviridae,dsDNA
Mycobacterium phage Krypton555,Vilmaviridae,dsDNA
Mycobacterium phage Lumos,Vilmaviridae,dsDNA
Gordonia phage Verity,,dsDNA
Gordonia phage Zipp,,dsDNA
Gordonia Phage Zitch,,dsDNA
Gordonia phage Lilbeanie,,dsDNA
Gordonia phage Ali17,,dsDNA
Gordonia phage MelBins,,dsDNA
Gordonia phage EMoore,,dsDNA
Gordonia phage Leonard,,dsDNA
Gordonia phage Ribeye,,dsDNA
Gordonia phage Tangerine,,dsDNA
Gordonia phage Bizzy,,dsDNA
Gordonia phage Gaea,,dsDNA
Gordonia phage Ashertheman,,dsDNA
Gordonia phage YorkOnyx,,dsDNA
Gordonia phage JKSyngboy,,dsDNA
Gordonia phage Kroos,,dsDNA
Lactococcus phage P1048,,dsDNA
Lactococcus phage AM4,,dsDNA
Lactococcus phage LW81,,dsDNA
Lactococcus phage AM1,,dsDNA
Escherichia phage D6,,dsDNA
Escherichia phage vB_EcoM-Ro157c2YLVW,,dsDNA
Enterobacteria phage P7,,dsDNA
Gordonia phage Tiamoceli,,dsDNA
Gordonia phage Dexdert,,dsDNA
Mycobacterium phage KilKor,,dsDNA
